pro_title,pro_brand,pro_model,pro_color,数量,normalized_brand,device_category,normalized_model,memory_storage,normalized_color,storage
全新iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,512GB,原色钛金属,5,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,金色,未知+512GB
iPad Air 2024款 M2芯片 Apple/苹果 新款平板电脑,Apple,11英寸256GB 无线局域网机型,深空灰色,1,Apple 苹果,Computer,iPad Air 2024,未知+256GB,灰色,未知+256GB
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,白色海洋表带,3,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,白色,未知
iPad Pro 2024款 M4芯片 新款苹果平板电脑,Apple,11英寸256GB 无线局域网机型,银色,2,Apple 苹果,Computer,iPad Pro 2024,未知+256GB,银色,未知+256GB
iPhone15  全新国行 5G全网通 灵动岛上线 信用免押,Apple,128GB,黑色,2,Apple 苹果,Smartphone,iPhone15,未知+128GB,黑色,未知+128GB
iPad Air 2024款 M2芯片 Apple/苹果 新款平板电脑,Apple,11英寸512GB 无线局域网机型,深空灰色,1,Apple 苹果,Computer,iPad Air 2024,未知+512GB,灰色,未知+512GB
iPad Pro 2022新款 全新正品 顺丰发货,Apple,11英寸256GB 无线局域网机型,银色,2,Apple 苹果,Smartphone,iPad Pro 2022,未知+256GB,银色,未知+256GB
全新 Apple Watch Series 9  国行正品  顺丰发货,Apple,45毫米 GPS版 S/M,星光色铝金属表壳,1,Apple 苹果,Smartphone,Apple Watch Series 9,未知,金色,未知
iPad Pro 2024款 M4芯片 新款苹果平板电脑,Apple,11英寸512GB 无线局域网机型,银色,4,Apple 苹果,Computer,iPad Pro 2024,未知+512GB,银色,未知+512GB
95新 iPhone13 国行正品 灵活租 满一个月可随时归还,Apple,128GB,随机,1,Apple 苹果,Smartphone,iPhone13,未知+128GB,随机,未知+128GB
99新 iPhone 15 Pro 5G全网通 灵活租 满一个月可随时归还,Apple,256GB,随机,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,随机,未知+256GB
全新国行 Apple iPhone 15 Pro,Apple,128G,原色钛金属,1,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+128GB,金色,未知+128GB
全新国行 Apple iPhone 15 Pro,Apple,256G,黑色钛金属,1,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,黑色,未知+256GB
全新国行 三星  Galaxy S24 Ultra,三星,12G+256G,钛黑,1,Samsung 三星,Smartphone,Galaxy S24 Ultra,12GB+256GB,黑色,12GB+256GB
全新国行 Apple iPhone 15 Pro Max-租物高分专享[非监管机] [不上征信],Apple,512G,原色钛金属,4,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,金色,未知+512GB
全新国行 Apple iPhone 15,Apple,256G,黑色,1,Apple 苹果,Smartphone,Apple iPhone 15,未知+256GB,黑色,未知+256GB
iPad Pro 2024款 M4芯片 新款苹果平板电脑,Apple,13英寸512GB 无线局域网机型,银色,3,Apple 苹果,Computer,iPad Pro 2024,未知+512GB,银色,未知+512GB
全新 iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,512GB,蓝色钛金属,14,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,蓝色,未知+512GB
全新 Apple Watch Series 9  国行正品  顺丰发货,Apple,41毫米 GPS版 S/M,星光色铝金属表壳,1,Apple 苹果,Smartphone,Apple Watch Series 9,未知,金色,未知
iPhone15 Plus  全新国行 5G全网通 灵动岛上线 信用免押,Apple,512GB,蓝色,1,Apple 苹果,Smartphone,iPhone15 Plus,未知+512GB,蓝色,未知+512GB
全新 iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,256GB,白色钛金属,48,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,白色,未知+256GB
全新 iPhone 15 Pro 新品首发 5G全网通 钛合金金属边框,Apple,256GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,白色,未知+256GB
全新 iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,256GB,蓝色钛金属,18,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
iPhone 15 Pro Max 5G全网通  钛合金金属边框,Apple,256GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
全新 Apple Watch Series 9  国行正品  顺丰发货,Apple,41毫米 GPS+蜂窝网络版 S/M,星光色铝金属表壳,1,Apple 苹果,Smartphone,Apple Watch Series 9,未知,金色,未知
华硕笔记本 华硕天选5系列,华硕笔记本,i9-13980HX 16G 1TB  4060 魔幻青,,1,Asus 华硕,Computer,i9-13980HX 16G 1TB  4060 魔幻青,未知+16GB,未知,未知+16GB
华硕笔记本 99新 华硕天选4系列,华硕笔记本,R9-7940H RTX4060 16G+512G 灰色,,1,Asus 华硕,Computer,99,16GB+512GB,未知,16GB+512GB
Apple iPhone 15 Pro Max,Apple,512G,白色钛金属,439,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,白色,未知+512GB
华硕笔记本 华硕天选5系列,华硕笔记本,i9-14900 16G 1TB  4060 魔幻青,,1,Asus 华硕,Computer,i9-14900 16G 1TB  4060 魔幻青,未知+16GB,未知,未知+16GB
Apple iPhone 15 Pro Max,Apple,256G,黑色钛金属,321,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,黑色,未知+256GB
Apple iPhone 15 Pro Max,Apple,256G,原色钛金属,170,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,金色,未知+256GB
Apple iPhone 15 Pro Max,Apple,256G,白色钛金属,287,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,白色,未知+256GB
Apple iPhone 15 Pro Max,Apple,512G,原色钛金属,157,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,金色,未知+512GB
Apple iPhone 15 Pro Max,Apple,256G,蓝色钛金属,19,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
Apple iPhone 15 Pro Max,Apple,512G,蓝色钛金属,13,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,蓝色,未知+512GB
Apple iPhone 15 Pro Max,Apple,512G,黑色钛金属,274,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,黑色,未知+512GB
Apple iPhone 15 Pro,Apple,512G,白色钛金属,18,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,白色,未知+512GB
Apple iPhone 15 Pro,Apple,128G,白色钛金属,4,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+128GB,白色,未知+128GB
Apple iPhone 15 Pro,Apple,512G,原色钛金属,14,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+512GB,金色,未知+512GB
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/128G,蓝色,3,Apple 苹果,Smartphone,iPhone 15 Plus,未知+5GB,蓝色,未知+5GB
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,黑色钛金属,13,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,黑色,未知+5GB
融租-全新国行 iPhone 14-0601（不要动数据！！！）,Apple,"港澳台,256G",深空灰,1,Apple 苹果,Smartphone,iPhone 14,未知+256GB,灰色,未知+256GB
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,黑色钛金属,88,Apple 苹果,Smartphone,iPhone 15 Pro,未知,黑色,未知
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,白色钛金属,175,Apple 苹果,Smartphone,iPhone 15 Pro,未知,白色,未知
iPhone 15 Pro,苹果,iPhone 15 Pro,白色钛金属,18,Apple 苹果,Smartphone,iPhone 15 Pro,未知,白色,未知
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,原色钛金属,29,Apple 苹果,Smartphone,iPhone 15 Pro,未知,金色,未知
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,蓝色钛金属,9,Apple 苹果,Smartphone,iPhone 15 Pro,未知,蓝色,未知
iPhone 15 Pro,苹果,iPhone 15 Pro,黑色钛金属,15,Apple 苹果,Smartphone,iPhone 15 Pro,未知,黑色,未知
iPhone 15 Pro,苹果,iPhone 15 Pro,原色钛金属,10,Apple 苹果,Smartphone,iPhone 15 Pro,未知,金色,未知
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,原色钛金属,31,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,金色,未知+5GB
iPhone 15,苹果,iPhone 15/5G全网通/128G,粉色,3,Apple 苹果,Smartphone,iPhone 15,未知+5GB,粉色,未知+5GB
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,白色钛金属,6,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,白色,未知+5GB
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/512G,蓝色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,蓝色,未知+5GB
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/256G,蓝色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,蓝色,未知+5GB
苹果 15 ProMax【首月1元】,Apple,512GB,白色钛金属,35,Apple 苹果,Smartphone,15 Pro,未知+512GB,白色,未知+512GB
苹果 15 ProMax【首月1元】,Apple,256GB,黑色钛金属,32,Apple 苹果,Smartphone,15 Pro,未知+256GB,黑色,未知+256GB
苹果 15 ProMax【首月1元】,Apple,256GB,原色钛金属,19,Apple 苹果,Smartphone,15 Pro,未知+256GB,金色,未知+256GB
苹果 15 ProMax【首月1元】,Apple,512GB,黑色钛金属,35,Apple 苹果,Smartphone,15 Pro,未知+512GB,黑色,未知+512GB
95新 iPhone 14  国行正品 灵活租 满一个月可随时归还,Apple,128GB,随机,1,Apple 苹果,Smartphone,iPhone 14,未知+128GB,随机,未知+128GB
三星 Galaxy Z Fold6  AI智能影像 超轻薄折叠大屏商务手机,三星（SAMSUNG）,12GB+512GB,浅玫粉,1,Samsung 三星,Smartphone,Galaxy Z Fold6,12GB+512GB,浅玫粉,12GB+512GB
苹果15 Pro【首月1元】,Apple,256GB,黑色钛金属,6,Apple 苹果,Smartphone,Pro,未知+256GB,黑色,未知+256GB
苹果15 Pro【首月1元】,Apple,512GB,白色钛金属,8,Apple 苹果,Smartphone,Pro,未知+512GB,白色,未知+512GB
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,蓝色高山回环式表带,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,蓝色,未知
小米14 Ultra 徕卡光学 Summilux镜头 双向卫星通信 澎湃OS 5G手机,小米（MI）,12+256GB,白色,1,Xiaomi 小米,Smartphone,Ultra,未知+256GB,白色,未知+256GB
苹果 15 ProMax【首月1元】,Apple,256GB,白色钛金属,15,Apple 苹果,Smartphone,15 Pro,未知+256GB,白色,未知+256GB
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,原色钛金属,11,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,金色,未知+5GB
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/256G,黑色,1,Apple 苹果,Smartphone,iPhone 15 Plus,未知+5GB,黑色,未知+5GB
iPhone 15 Pro（专区专享）,苹果,iPhone 15 Pro（专区专享）/5G全网通/512G,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+5GB,金色,未知+5GB
Apple iPhone 15 Pro,Apple,256G,白色钛金属,6,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,白色,未知+256GB
Apple iPhone 15,Apple,128G,蓝色,1,Apple 苹果,Smartphone,Apple iPhone 15,未知+128GB,蓝色,未知+128GB
小米 红米 K70 Pro,小米,24G+1T,墨羽,1,Xiaomi 小米,Smartphone,24G,未知+24GB,红色,未知+24GB
iPhone 15 Pro Max,Apple,原色钛金属 256G,,219,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,未知,未知+256GB
OPPO Find X7 Ultra,oppo,松影墨韵 16+512G,,3,OPPO,Smartphone,OPPO Find X7 Ultra,未知+512GB,未知,未知+512GB
iPhone 15 Pro Max,Apple,白色钛金属 256G,,482,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,未知,未知+256GB
iPhone 15,Apple,蓝色 128G,,42,Apple 苹果,Smartphone,iPhone 15,未知+128GB,未知,未知+128GB
Redmi K70,红米,晴雪 16+512G,,5,Xiaomi 小米,Smartphone,Redmi K70,未知+512GB,未知,未知+512GB
小米 Civi4 Pro,小米,春野绿 12+256G,,1,Xiaomi 小米,Smartphone,Civi4 Pro,未知+256GB,未知,未知+256GB
iPhone 15 Pro Max,Apple,黑色钛金属 256G,,302,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,未知,未知+256GB
iPhone 15 Pro Max,Apple,蓝色钛金属 512G,,66,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,未知,未知+512GB
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4060/16英寸 魔幻青,,37,Asus 华硕,Computer,i9-14900HX/16G/1T/RTX4060/16英寸 魔幻青,未知+16GB,未知,未知+16GB
AirPods Pro 2代,Apple,搭配 MagSafe 充电盒 (USB-C) 白色,,192,Apple 苹果,Smartphone,AirPods Pro 2,未知,未知,未知
苹果 15 ProMax【首月1元】,Apple,512GB,原色钛金属,21,Apple 苹果,Smartphone,15 Pro,未知+512GB,金色,未知+512GB
苹果 15 ProMax【首月1元】,Apple,1TB,原色钛金属,4,Apple 苹果,Smartphone,15 Pro,未知+1024GB,金色,未知+1024GB
苹果15 Pro【首月1元】,Apple,512GB,原色钛金属,9,Apple 苹果,Smartphone,Pro,未知+512GB,金色,未知+512GB
全新  iPhone 15 Pro 新品首发 5G全网通 钛合金金属边框,Apple,256GB,蓝色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
荣耀  Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+1TB,绒黑色,1,Honor 荣耀,Smartphone,Magic V3,未知+16GB,黑色,未知+16GB
苹果 15 ProMax【首月1元】,Apple,256GB,蓝色钛金属,1,Apple 苹果,Smartphone,15 Pro,未知+256GB,蓝色,未知+256GB
苹果15【首月1元】,Apple,256GB,黑色,3,Apple 苹果,Smartphone,256GB,未知+256GB,黑色,未知+256GB
苹果15 Pro【首月1元】,Apple,128GB,白色钛金属,1,Apple 苹果,Smartphone,Pro,未知+128GB,白色,未知+128GB
苹果15【首月1元】,Apple,128GB,黑色,4,Apple 苹果,Smartphone,128GB,未知+128GB,黑色,未知+128GB
华硕 天选5 Pro,华硕,R9-7940HX/16G/1T/RTX4070/16英寸 魔幻青,,7,Asus 华硕,Computer,R9-7940HX/16G/1T/RTX4070/16英寸 魔幻青,未知+16GB,未知,未知+16GB
Xiaomi 14,小米,岩石青 12+256G,,11,Xiaomi 小米,Smartphone,Xiaomi 14,未知+256GB,未知,未知+256GB
华为 Pura 70 Pro,华为,极速发货 雪域白 12+512G,,80,Huawei 华为,Smartphone,Pura 70 Pro,未知+512GB,未知,未知+512GB
vivo X100s,vivo,专属版 12+256G  深空灰,,3,VIVO,Smartphone,vivo X100,未知+256GB,未知,未知+256GB
华为WATCH 4 Pro,华为,火星钛 钛金属表带,,13,Huawei 华为,Smartwatch,WATCH 4 Pro,未知,未知,未知
华为Watch4,华为,幻月黑 46mm,,18,Huawei 华为,Smartwatch,Watch4,未知,未知,未知
三星 Galaxy S24 Ultra,三星,钛黑 12+512G,,4,Samsung 三星,Smartphone,Galaxy S24 Ultra,未知+512GB,未知,未知+512GB
iPhone 15 Pro,Apple,原色钛金属 256G,,32,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,未知,未知+256GB
iPhone 15 Pro Max,Apple,黑色钛金属 512G,,129,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,未知,未知+512GB
联想 拯救者Y9000P 2024,联想,i9-14900HX/32G/1T/RTX4070/16英寸/AI元启 碳晶灰,,30,Lenovo 联想,Computer,i9-14900HX/32G/1T/RTX4070/16英寸/AI元启 碳晶灰,未知+32GB,未知,未知+32GB
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+1T,,15,Huawei 华为,Smartphone,Pura 70 Pro,未知+1024GB,未知,未知+1024GB
华为 Mate X5,华为,幻影紫 12+512G,,14,Huawei 华为,Smartphone,Mate X5,未知+512GB,未知,未知+512GB
一加 Ace 3,一加,星辰黑 5G全网通 12+256G,,5,OnePlus 一加,Smartphone,Ace 3,未知+5GB,未知,未知+5GB
Apple Watch Ultra 2,Apple,均码 蓝色海洋表带 钛金属表壳 49MM 蜂窝+GPS版,,29,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,未知,未知
iPhone 15 Pro Max,Apple,原色钛金属 512G,,175,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,未知,未知+512GB
三星 Galaxy S24 Ultra,三星,钛灰 12+512G,,7,Samsung 三星,Smartphone,Galaxy S24 Ultra,未知+512GB,未知,未知+512GB
vivo IQOO Neo9S Pro+,vivo,格斗黑 12+512G,,2,VIVO,Smartphone,vivo IQOO Neo9,未知+512GB,未知,未知+512GB
三星 Galaxy S24 Ultra,三星,钛黑 12+256G,,16,Samsung 三星,Smartphone,Galaxy S24 Ultra,未知+256GB,未知,未知+256GB
荣耀X50 GT,荣耀,银翼战神 5G全网通 12+256G,,4,Honor 荣耀,Smartphone,X50,未知+5GB,未知,未知+5GB
iPhone 15 Pro,Apple,蓝色钛金属 128G,,17,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,未知,未知+128GB
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+512G,,48,Huawei 华为,Smartphone,Mate 60 Pro,未知+512GB,未知,未知+512GB
红魔9S Pro,努比亚（nubia）,暗夜骑士 12+256G,,6,Nubia 努比亚,Smartphone,S Pro,未知+256GB,红色,未知+256GB
iPad Air 2024款 13英寸,Apple,星光色 WiFi版 128G,,3,Apple 苹果,Smartphone,iPad Air 2024,未知+128GB,未知,未知+128GB
联想 拯救者R9000P 2024,联想,R9-7945HX/16G/1T/RTX4060/16英寸 冰魄白,,10,Lenovo 联想,Computer,R9-7945HX/16G/1T/RTX4060/16英寸 冰魄白,未知+16GB,未知,未知+16GB
iPad Air 2024款 11英寸,Apple,WiFi版 256G 深空灰,,11,Apple 苹果,Smartphone,iPad Air 2024,未知+256GB,未知,未知+256GB
华为 Pura 70 Pro,华为,极速发货 12+512G 罗兰紫,,44,Huawei 华为,Smartphone,Pura 70 Pro,未知+512GB,未知,未知+512GB
华为 Mate 60 Pro,华为,雅川青 标准版 12+512G,,34,Huawei 华为,Smartphone,Mate 60 Pro,未知+512GB,未知,未知+512GB
Xiaomi 14,小米,16+512G 白色,,13,Xiaomi 小米,Smartphone,Xiaomi 14,未知+512GB,未知,未知+512GB
iPhone 15 Pro Max,Apple,白色钛金属 512G,,226,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,未知,未知+512GB
一加 Ace 3V,一加,幻紫银 12+256G,,2,OnePlus 一加,Smartphone,Ace 3,未知+256GB,未知,未知+256GB
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 13.6英寸 午夜色,,4,Apple 苹果,Computer,MacBook Air 2024,16GB+512GB,未知,16GB+512GB
华为 畅享70,华为,256G 翡冷翠,,4,Huawei 华为,Smartphone,畅享 70,未知+256GB,未知,未知+256GB
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4070/16英寸 魔幻青,,14,Asus 华硕,Computer,i9-14900HX/16G/1T/RTX4070/16英寸 魔幻青,未知+16GB,未知,未知+16GB
联想 拯救者Y9000P 2024,联想,i9-14900HX/32G/1T/RTX4060/16英寸/AI元启 碳晶灰,,31,Lenovo 联想,Computer,i9-14900HX/32G/1T/RTX4060/16英寸/AI元启 碳晶灰,未知+32GB,未知,未知+32GB
iPad Pro 2024款 11英寸,Apple,标准玻璃 WiFi版 256G 银色,,19,Apple 苹果,Smartphone,iPad Pro 2024,未知+256GB,未知,未知+256GB
红米K70至尊版,红米,晴雪白 16+512G,,7,Xiaomi 小米,Smartphone,K70,未知+512GB,红色,未知+512GB
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/32G/1T/RTX4060/16英寸,,35,Lenovo 联想,Computer,碳晶灰 i9-14900HX/32G/1T/RTX4060/16英寸,未知+32GB,未知,未知+32GB
iPad Air 2024款 11英寸,Apple,WiFi版 128G 深空灰,,11,Apple 苹果,Smartphone,iPad Air 2024,未知+128GB,未知,未知+128GB
华为 Pura 70 Pro,华为,极速发货 雪域白 12+1T,,9,Huawei 华为,Smartphone,Pura 70 Pro,未知+1024GB,未知,未知+1024GB
华为 MatePad Pro 11英寸 2022,华为,8GB+256GB WIFI版 晶钻白,,2,Huawei 华为,Tablet,MatePad Pro 11,8GB+256GB,未知,8GB+256GB
红魔9Pro,努比亚（nubia）,暗夜骑士 5G全网通  12+256G,,6,Nubia 努比亚,Smartphone,Pro,未知+5GB,红色,未知+5GB
红米K70至尊版,红米,晴雪白 12+256G,,25,Xiaomi 小米,Smartphone,K70,未知+256GB,红色,未知+256GB
iPhone 15,Apple,黑色 512G,,3,Apple 苹果,Smartphone,iPhone 15,未知+512GB,未知,未知+512GB
Xiaomi 14 Pro,小米,16+512G 白色,,35,Xiaomi 小米,Smartphone,Xiaomi 14 Pro,未知+512GB,未知,未知+512GB
华硕 天选4,华硕,R7-7435H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,,15,Asus 华硕,Computer,R7-7435H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,未知+16GB,未知,未知+16GB
AirPods 3,apple,白色 标配,,35,Apple 苹果,Smartphone,AirPods 3,未知,未知,未知
Redmi K70 Pro,红米,晴雪 12+256G,,4,Xiaomi 小米,Smartphone,Redmi K70 Pro,未知+256GB,未知,未知+256GB
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+512G,,106,Huawei 华为,Smartphone,Pura 70 Pro,未知+512GB,未知,未知+512GB
Redmi K70E,红米,影青 12+256G,,2,Xiaomi 小米,Smartphone,Redmi K70,未知+256GB,未知,未知+256GB
vivo Pad3 Pro,vivo,寒星灰 12GB+256GB,,9,VIVO,Smartphone,vivo Pad3 Pro,12GB+256GB,未知,12GB+256GB
华为 nova 12 活力版,华为,曜金黑 256G,,9,Huawei 华为,Smartphone,nova 12,未知+256GB,未知,未知+256GB
华为 Pura 70 Pro,华为,极速发货 12+1T 罗兰紫,,7,Huawei 华为,Smartphone,Pura 70 Pro,未知+1024GB,未知,未知+1024GB
vivo IQOO Neo9S Pro+,vivo,Buff蓝 12+256G,,4,VIVO,Smartphone,vivo IQOO Neo9,未知+256GB,未知,未知+256GB
Xiaomi 14,小米,16+512G 黑色,,11,Xiaomi 小米,Smartphone,Xiaomi 14,未知+512GB,未知,未知+512GB
华硕 灵耀14 2024,华硕,夜空蓝 Ultra 7 155H/32G/1TB/锐炫/14英寸,,3,Asus 华硕,Computer,夜空蓝 Ultra 7 155H/32G/1TB/锐炫/14英寸,未知+32GB,未知,未知+32GB
华硕 天选5 Pro,华硕,日蚀灰 i7-13650HX/16G/512G/RTX4050/16英寸,,3,Asus 华硕,Computer,日蚀灰 i7-13650HX/16G/512G/RTX4050/16英寸,未知+16GB,未知,未知+16GB
华为 畅享70,华为,曜金黑 256G,,3,Huawei 华为,Smartphone,畅享 70,未知+256GB,未知,未知+256GB
iPad 2021款,apple,WiFi版 64G 10.2英寸 银色,,3,Apple 苹果,Smartphone,iPad 2021,未知+64GB,未知,未知+64GB
小米 Pad 6S Pro 12.4,小米,8GB+256GB 云峰蓝,,5,Xiaomi 小米,Smartphone,Pad 6,8GB+256GB,未知,8GB+256GB
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+256G,,42,Huawei 华为,Smartphone,Mate 60 Pro,未知+256GB,未知,未知+256GB
华为 Mate 60 Pro,华为,白沙银 标准版 12+256G,,20,Huawei 华为,Smartphone,Mate 60 Pro,未知+256GB,未知,未知+256GB
华为 nova 12 活力版,华为,12号色 512G,,4,Huawei 华为,Smartphone,nova 12,未知+512GB,未知,未知+512GB
iPhone 15 Pro,Apple,原色钛金属 128G,,39,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,未知,未知+128GB
Apple Watch Ultra 2,Apple,均码 钛金属表壳 49MM 白色海洋表带 蜂窝+GPS版,,28,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,未知,未知
vivo S19Pro,vivo,剑影灰 12+512G,,2,VIVO,Smartphone,vivo S19Pro,未知+512GB,未知,未知+512GB
iPhone 15 Plus,Apple,256G 黑色,,5,Apple 苹果,Smartphone,iPhone 15 Plus,未知+256GB,未知,未知+256GB
华为 Mate X5,华为,羽砂白 12+512G,,17,Huawei 华为,Smartphone,Mate X5,未知+512GB,未知,未知+512GB
一加平板 Pro,一加,卡其绿 16GB+512GB,,5,OnePlus 一加,Smartphone,Pro,16GB+512GB,未知,16GB+512GB
