机型数据,数量
oppo30系列短租电竞台式机[非监管]i5-13600kf内存32g硬盘1t显卡4060ti水冷（海景房机箱）,1
华为华为mate70[监管]12+512gb,4
华为华为mate70[非监管]12gb+256gb,7
oppo21款/24款小新pro14[非监管]长租推荐全新24款小新pro14/r7-8745h/24g/1t/2.8k/120hz灰,3
苹果iphone16promax[非监管]256gb,142
oppo30系列短租电竞台式机[非监管]i5-10400f内存16g硬盘512g显卡3050（普通机箱）,1
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡4060水冷（海景房机箱）,14
oppo30系列短租电竞台式机[非监管]i5-12400f内存16g硬盘512g显卡3050（普通机箱）,1
oppo联想拯救者y7000/y7000p[非监管]y7000p2024i7-14650hx16g1trtx40602.5k165hz,7
苹果iphone16pro[非监管]128gb,25
苹果iphone16promax[监管]256gb,182
苹果iphone16pro[监管]256gb,39
苹果iphone16[非监管]128gb,23
苹果iphone15promax[监管]256gb,47
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-13400f内存32g硬盘1t显卡4060ti水冷（海景房机箱）,6
oppo4060系列90天起租[非监管]i7-12700f内存32g硬盘1t显卡4060（海景房机箱）,1
oppo联想拯救者y7000/y7000p[非监管]y7000p2024i7-14650hx16g1trtx40502.5k165hz,6
oppo联想小新16[非监管]i5-13420h16g512gfhd卷云灰,2
oppo21款/24款小新pro14[非监管]短租优选95新/21款小新pro14/r7/16g/512g/集显,7
oppo22款ipadpro[监管]11英寸/256g/wifi版+三代苹果笔,3
oppo联想拯救者y7000/y7000p[非监管]y7000p2024i7-14700hx16g1trtx40702.5k165hz,1
苹果iphone16promax[非监管]512gb,51
苹果iphone16plus[非监管]512gb,2
苹果iphone15pro[非监管]128gb,13
苹果iphone15pro[非监管]256g,5
苹果iphone15[非监管]128g,4
苹果iphone15promax[监管]256g,16
华为华为mate70[非监管]12+512gb,5
苹果iphone16pro[非监管]256gb,30
苹果iphone16pro[监管]128gb,32
苹果iphone16pro[非监管]512gb,6
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡4060ti水冷（海景房机箱）,8
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡4060ti（海景房机箱）,2
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-12600kf内存32g硬盘1t显卡4060ti水冷（海景房机箱）,4
oppo4060系列90天起租[非监管]i7-12700f内存32g硬盘1t显卡4070水冷（海景房机箱）,2
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-13400f内存32g硬盘1t显卡4070水冷（海景房机箱）,2
苹果iphone16[非监管]512gb,1
苹果iphone15pro[非监管]128g,2
华为华为matebook14[非监管]70新/i5/8g/256g/集显办公,4
oppo22款ipadpro[非监管]11英寸/256g/wifi版,2
苹果iphone15[监管]128g,8
苹果iphone16[监管]256gb,10
苹果iphone15promax[非监管]512gb,5
真我realme真我gt7pro[非监管]16+1tb,2
苹果iphone15[监管]128gb,26
oppo机械革命蛟龙16pro[非监管]机械革命蛟龙16pro16.0寸r7-7745hx16g/1ts4070-8g240hz2.5k灰,5
苹果iphone16promax[监管]512gb,28
苹果iphone15[监管]256g,6
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-12400f内存16g硬盘512g显卡2060（普通机箱）,16
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-12400f内存16g硬盘512g显卡3060（海景房机箱）,20
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡3060（海景房机箱）,2
苹果iphone15[非监管]256g,3
oppo22款ipadpro[监管]11英寸/256g/wifi版,2
oppo22款ipadpro[非监管]11英寸/128g/wifi版+三代苹果笔,2
苹果iphone16[监管]128gb,18
苹果iphone15promax[监管]512gb,9
oppo4060系列90天起租[非监管]i5-12400f内存32g硬盘1t显卡4060（海景房机箱）,5
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i3-12100f内存16g硬盘512g显卡3050（普通机箱）,1
oppo酷睿i5/i7低中高端式电脑主机[非监管]i5-12600kf内存32g硬盘1t显卡4060ti水冷（海景房机箱）,1
苹果iphone15pro[监管]128gb,48
苹果iphone15pro[监管]256g,3
华为华为matebook14[非监管]长租推荐/全新华为14/i5-1340p/16g/1ts集/触控2k屏灰,3
苹果iphone15pro[监管]256gb,28
苹果iphone15[非监管]256gb,12
华为华为mate70[监管]12+256gb,2
vivovivoiqoo13[非监管]16gb+512gb,44
小米（mi）redminote14pro+第三代骁龙7s12gb+256gb,1
apple首月1元iphone16promax现货速发国行正品512gb,5
联想(lenovo)联想小新14轻薄笔记本商务办公本i5-1340p/16g/512g/集显/14英寸,1
appleapple?watchseries?10橡胶表带国行正品智能手表42毫米gps版s/m,1
华为（huawei）华为nova12pro高清大屏长续航手机12gb+512gb,1
appleiphone16promax现货速发顺丰包邮私域专享512gb,2
苹果iphone15promax[非监管]256gb,35
oppo华硕无畏16[非监管]无畏16x1605vai9-13900h16g/1ts集银2.5k,1
苹果iphone15pro[非监管]256gb,18
vivovivoiqoo13[非监管]12gb+256gb,45
vivovivoiqoo13[非监管]16gb+1tb,23
oppooppofindx8pro[非监管]16+512gb,4
小米小米15pro[非监管]16+1tb,42
vivovivox100spro[非监管]16gb+1tb,1
一加一加12[非监管]16+1tb,1
oppo30系列短租电竞台式机[非监管]i5-12400f内存32g硬盘1t显卡4060（海景房机箱）,2
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-10400f内存16g硬盘512grtx1050ti/4g独显（普通机箱）,2
苹果iphone15pro[监管]512g,1
oppooppofindx8[非监管]12+256g,53
oppo惠普光影精灵9[非监管]r0102tx.i5-13450hx.16g.512g.4050-6g.黑.100%色域165hz,1
oppooppofindx8[非监管]16+512g,29
真我realme真我gt6[非监管]12gb+256gb,3
小米小米15[非监管]12+256g,36
小米小米15pro[非监管]16+512g,108
小米小米14[非监管]12+256g,52
小米小米15pro[非监管]12+256g,76
三星三星galaxyzflip6[非监管]12gb+256gb,3
vivovivoiqoo13[非监管]16gb+256gb,23
oppo4060系列90天起租[非监管]i7-12700f内存32g硬盘1t显卡4060ti水冷（海景房机箱）,1
oppo酷睿i5/i7低中高端式电脑主机[非监管]i5-12400f内存32g硬盘1t显卡4060水冷（海景房机箱）,8
苹果iphone15[非监管]128gb,22
oppo联想拯救者y7000/y7000p[非监管]拯救者y70002024i7-13650hx24g512grtx4060-8g144hz,5
苹果iphone15[监管]256gb,10
荣耀荣耀x50gt[非监管]16gb+512gb,5
华为华为nova12[非监管]256g,1
一加一加ace3pro[非监管]12gb+256gb,6
华为华为matebook14[非监管]华为14/14寸/十代i5/8g/512g/mx250,4
华为华为pura70[非监管]12gb+512gb,37
华为华为pura70[监管]12gb+512gb,32
oppooppofindn3flip12gb+256gb,2
vivovivoiqooneo10pro16+512g,2
华为华为mate70pro+16gb+512gb,5
vivovivox200promini12+256g,3
oppoopporeno1312gb+256gb,2
oppo30系列短租电竞台式机[非监管]i7-12700f内存32g硬盘1t显卡4070水冷（海景房机箱）,1
oppo22款ipadpro[监管]11英寸/128g/wifi版+三代苹果笔,4
oppo21款/24款小新pro14[非监管]短租优选95新/21款小新pro14/i5/16g/512g/集显,4
华为华为pura70pro[监管]12gb+512gb,4
华为华为huaweipocket2[非监管]12gb+256gb,1
vivovivox200pro[非监管]16gb+512gb,19
苹果iphone15pro[监管]128g,2
真我realme真我gt7pro[非监管]12+512gb,2
小米小米15[非监管]16+1t,7
oppooppofindx8[非监管]16+256g,15
华为华为matebookd16[非监管]rlefg-16i7-13700h16g/1ts集,2
小米小米15[非监管]16+512g,26
华为华为pura70pro[非监管]12gb+512gb,6
oppooppofindx8[非监管]16+1tb,6
华为华为huaweipura70pro[监管]12gb+512gb,10
小米小米14pro16+512g租赁版黑色,1
华硕华硕rog枪神8i9-14900hx/16g/1t/rtx4070/16英寸黑色,1
一加一加ace5pro星穹紫12+256g,8
appleiphone16仅激活深青128g,8
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-13600kf内存32g硬盘1t显卡4070s水冷（海景房机箱）,11
oppo30系列短租电竞台式机[非监管]i5-12400f内存32g硬盘1t显卡4060水冷（海景房机箱）,1
红米红米turbo4浅海青公开版12+512g,1
vivovivoiqooneo10驰光白16+256g,3
oppooppofindx8浮光白16+256g,3
oppoopporeno13仅激活午夜黑12+256g,3
appleiphone14pro（95新）256g银色,7
appleiphone16pro仅激活黑色钛金属256g,9
vivovivoiqoo13[非监管]12gb+512gb,15
荣耀荣耀200pro[非监管]12gb+256gb,4
小米小米14ultra[非监管]16+512g,3
华为huaweimate60pro[监管]12gb+512gb,1
华为华为matebook14[非监管]短租推荐/95新华为14/十代i5/16g/512g/mx250/触控,1
华为华为mate7012+256g租赁版云杉绿,3
appleiphone16promax仅激活原色钛金属256g,73
vivovivoiqooneo10pro驰光白16+512g,2
苹果iphone16promax芝麻推广租物256g,16
苹果iphone16promax首月1元租物活动专享512g,5
苹果iphone16promax首月1元租物活动专享256g,4
华为华为mate7012+512g租赁版云杉绿,3
苹果iphone16promax芝麻推广租物512g,17
vivovivoiqooneo10驰光白12+512g,7
appleiphone16promax仅激活沙漠色钛金属256g,14
appleiphone14pro（95新）暗紫色256g,17
红米红米turbo4祥云白公开版12+512g,1
一加一加ace5全速黑12+256g,29
华为华为mate70曜石黑12+512g,36
vivovivoiqoo1316+256g传奇版,11
一加一加ace5pro星穹紫16+256g,5
appleiphone15pro仅激活黑色钛金属128g,1
华为华为mate7012+256g租赁版曜石黑,5
appleiphone16pro仅激活沙漠色钛金属128g,14
oppooppofindx8pro星野黑16+512g,4
appleiphone16promax仅激活黑色钛金属256g,20
appleiphone16pro仅激活白色钛金属512g,4
华为华为mate70云杉绿12+512g,7
oppoopporeno13仅激活心动白16+512g,3
appleiphone15promax仅激活黑色钛金属512g,1
vivovivos20玉露白12+256g,2
荣耀荣耀300墨岩黑8+256g,1
努比亚（nubia）努比亚z70ultra黑玺16+512g,1
红米红米k80玄夜黑12+256g,37
荣耀荣耀magic7pro绒黑色16+512g,7
小米小米1516+512g租赁版黑色,6
华为华为pura70pro12+512g租赁版极速发货雪域白,5
小米小米1512+512g租赁版亮银版,1
荣耀荣耀x60pro玄武灰12+256g,3
appleiphone13（95新）标准版星光色256g,2
红米红米k80汐月蓝12+256g,10
华为华为mate70雪域白12+512g,23
appleiphone16promax仅激活原色钛金属512g,20
华为华为pura70pro12+512g租赁版极速发货罗兰紫,4
appleiphone14pro（95新）128g银色,4
appleiphone16pro仅激活白色钛金属256g,11
iphone15iphone15128g,4
iphone15iphone15256g,1
appleipadair2024款11英寸准新11英寸wifi版256g星空灰,1
小米xiaomipad6max1416gb+1tb银色,1
vivovivoiqoo13曼岛12+256g,2
华为华为pura70pro12+256g租赁版极速发货羽砂黑,22
小米小米15pro16+512g租赁版亮银版,2
appleiphone14promax（99新）标准版128g金色,2
oppooppofindx8（全新）租赁版浮光白16+256g,1
vivovivox200[非监管]16gb+512gb,3
荣耀荣耀magic7[非监管]16+512g,3
一加一加ace5pro潜航黑12+512g,2
oppoopporeno13仅激活12+256g星河蓝,5
一加一加ace5引力钛12+512g,5
华为华为mate70风信紫12+512g,5
红米红米k80雪岩白12+512g,3
红米红米k80雪岩白12+256g,18
appleiphone16仅激活白色128g,16
红米红米k80汐月蓝16+512g,5
vivovivoiqoo13纳多灰12+256g,5
appleiphone14pro（99新）暗紫色标准版128g,1
appleiphone15plus仅激活黑色128g,3
appleiphone14pro（95新）深空黑色256g,14
appleiphone15（95新）黑色256g,1
华为华为pura70pro12+1t租赁版极速发货羽砂黑,2
appleiphone15(99新)蓝色256g,1
华为华为freebudspro4悦彰耳机曜石黑标配,1
appleiphone16pro（准新）沙漠色钛金属256g,1
oppooppofindx812+256g租赁版星野黑,5
oppoopporeno12[非监管]12gb+256gb,5
oppo25款拯救者y700三代游戏平板[非监管]骁龙8+gen316g+512gwifi,3
oppoopporeno13仅激活心动白12+256g,5
appleiphone16pro仅激活原色钛金属256g,8
一加一加ace5引力钛16+256g,7
appleiphone16promax（准新）黑色钛金属256g,3
华为华为pura70pro12+256g租赁版极速发货罗兰紫,2
小米小米1512+512g白色,6
vivovivoiqooz9x星芒白12+256g,1
红米红米k80玄夜黑16+512g,8
小米小米1412+256g,3
vivovivoiqoo13vivoiqoo13,2
vivovivoiqooneo1016+512g,1
华为华为畅享708gb+256gb,3
荣耀荣耀magic712+256g,1
苹果华为mate60pro+16gb+512gb,2
华为华为novaflip256g,1
oppoopporeno1212+256g,1
苹果华为mate60pro+16gb+1tb,1
小米红米k8016gb+1tb,1
红米redminote138+128g,5
华为华为mate70华为mate70,1
vivovivoiqooneo1012+512g,3
一加一加ace5pro星穹紫12+512g,2
vivovivox200pro钛色12+256g,4
appleiphone15pro（99新）蓝色钛金属256g,4
appleiphone13（95新）标准版午夜色256g,2
小米小米15pro岩石灰16+1t,6
一加一加ace5pro星穹紫16+1t,2
oppoopporeno13仅激活蝶蝶紫16+512g,2
appleiphone15（95新）蓝色128g,3
一加一加ace5引力钛12+256g,26
华为华为mate60pro(95新)公开版雅丹黑12+256g,1
红米红米k80pro玄夜黑16+512g,2
小米小米1416+512g租赁版黑色,1
oppooppofindx812+512g租赁版浮光白,4
苹果/appleiphone15promax全新国行正品顺丰发货256g,10
华为华为mate60pro12+1t南糯紫标准版,2
荣耀荣耀magicv3绒黑色12+256g,8
华为华为畅享70x湖光青256g,2
荣耀荣耀x50全新雨后初晴8gb+128gb,1
appleipadair2024款11英寸（仅激活）wifi版128g紫色,1
vivovivoiqoo13曼岛16+512g,3
appleiphone15（准新）资源机粉色256g,1
华为华为mate7012+256g租赁版雪域白,2
appleiphone16pro仅激活沙漠色钛金属256g,18
oppooppofindx812+256g租赁版追风蓝,3
努比亚（nubia）努比亚红魔10pro+氘锋透明暗夜16+512g,3
appleiphone16plus仅激活粉色256g,5
realme真我neo7星舰12+256g,3
红米红米turbo4祥云白公开版12+256g,5
荣耀荣耀gt12+256g幻影黑,3
appleiphone16promax仅激活白色钛金属512g,12
appleiphone14pro（99新）标准版256g银色,1
华为华为pura70pro（95新）公开版雪域白12+512g,1
小米小米1512+256g租赁版黑色,6
一加一加ace5pro潜航黑16+512g,5
appleiphone16promax仅激活黑色钛金属512g,7
华为华为pura70pro12+256g租赁版极速发货雪域白,6
appleiphone15pro（99新）黑色钛金属256g,6
realme真我gt7pro火星16+512g,1
oppooppofindx7ultra（准新）公开版颜色随机12+256g,1
荣耀荣耀magic7rsr保时捷设计公开版玛瑙灰16+512g,1
红米红米k80玄夜黑16+1t,3
oppoopporeno13pro仅激活星光粉12+256g,8
realme真我gt7pro星迹钛16+1t,1
appleiphone16promax（准新）沙漠色钛金属256g,2
vivovivox200pro辰夜黑12+256g,2
vivovivos2012+256g松烟墨,2
小米小米14ultra16+512g租赁版黑色,1
vivovivoiqoo1316+256g赛道版,2
vivovivoiqoo1316+1t传奇版,15
oppooppoa5pro石英白8+256g,1
华为华为mate60pro(95新)公开版南糯紫12+256g,1
oppoopporeno13pro仅激活蝶蝶紫12+256g,1
appleiphone15promax仅激活原色钛金属256g,9
oppoopporeno13pro仅激活蝶蝶紫16+512g,1
三星三星w25flip12+512g陶瓷黑,1
一加一加13蓝调时刻16+512g,2
vivovivoiqoo1312+256g传奇版,41
appleiphone15（95新）128g黑色,2
荣耀荣耀x60pro天海青8+256g,3
appleiphone16promax仅激活沙漠色钛金属512g,1
荣耀荣耀300茶卡青16+512g,1
华为华为matex6深海蓝12+512g,1
小米小米15浅草绿12+512g,4
appleiphone15plus仅激活256g黑色,2
oppooppofindx812+256g租赁版气泡粉,2
红米红米note14pro幻影青8+128g,1
appleiphone14pro（95新）暗紫色128g,12
appleiphone16pro（准新）原色钛金属128g,1
vivovivoiqoo13纳多灰16+1t,2
appleipadair2024款11英寸准新11英寸wifi版128g紫色,1
小米红米turbo3[非监管]12gb+512gb,3
vivovivoiqooneo10拉力橙16+512g,2
appleiphone16仅激活黑色128g,11
appleiphone16promax仅激活白色钛金属256g,51
appleiphone14pro（99新）标准版128g银色,2
小米小米1516+512g租赁版白色,2
oppooppofindn3filp（准新）公开版颜色随机12+256g,6
oppooppofindn3flip薄雾玫瑰12+512g,1
oppooppofindx8（全新）租赁版星野黑16+256g,2
小米小米15pro16+512g租赁版云杉绿,2
appleiphone14pro（95新）深空黑色128g,9
appleiphone16promax（准新）原色钛金属256g,5
小米小米mixfold4龙胆蓝12+256g,1
appleiphone14pro（99新）深空黑色标准版128g,2
小米小米15pro16+1t租赁版云杉绿,1
appleiphone14pro（95新）金色256g,6
appleiphone14pro（95新）128g金色,5
红米红米k80汐月蓝12+512g,3
realme真我neo7陨石黑12+256g,1
appleiphone16pro（99新）白色钛金属256g,1
oppooppofindx8（全新）租赁版星野黑16+1t,1
小米小米15pro云杉绿16+1t,4
appleiphone14promax活动（95新）深空黑色128g,1
appleiphone16pro（准新）白色钛金属128g,1
oppooppofindx8（全新）公开版气泡粉12+512g,1
appleiphone16（99新）黑色256g,1
华为华为mate60pro(99新)雅丹黑12+256g,1
appleiphone15pro（99新）蓝色钛金属128g,3
红米红米k80山峦青12+512g,2
小米小米15丁香紫12+512g,2
小米小米14pro（99新）白色12+256g,1
华为华为畅享70pro256gb,1
魅族魅族2112+256g,3
小米xiaomimixfold412gb+256gb,1
一加一加ace5引力钛16+512g,5
荣耀荣耀300pro墨岩黑12+512g,1
appleiphone15plus仅激活256g蓝色,1
realme真我neo7潜航16+1t,2
appleiphone16pro（准新）沙漠色钛金属128g,1
vivovivoiqooneo10拉力橙16+256g,3
红米红米k80pro雪岩白12+512g,2
红米红米k80pro雪岩白16+512g,4
红米红米k80玄夜黑12+512g,6
appleiphone16（准新）128g白色,1
荣耀荣耀magic7[非监管]12+512gb,2
苹果iphone16plus[监管]256gb,3
vivovivoiqooneo9spro[非监管]12gb+256gb,6
小米小米15[非监管]12+512g,7
oppooppofindx8[非监管]12+512g,13
华为华为mate60pro(95新)公开版南糯紫12+512g,3
realme真我gt7pro光域白16+512g,1
华为华为mate70pro曜石黑12+1t,1
appleiphone15仅激活蓝色128g,2
vivovivoiqooz9turbo+星光白12+256g,4
红米红米k70至尊版16+512g专属版冰璃蓝,1
vivovivoiqooz9turbo长续航版曜夜黑12+256g,5
realme真我gt7pro光域白12+512g,1
机械师（machenike）机械师曙光16air2024i7-13620h/16g/512g/锐炬/16英寸/120hz耀夜灰,2
appleiphone16pro仅激活黑色钛金属128g,12
appleiphone14promax(90新)标准版256g银色,1
华为华为pura70（99新）12+512g羽砂黑,1
荣耀荣耀magic7rsr保时捷设计普罗旺斯紫公开版16+512g,1
华为华为huaweipocket2[非监管]12gb+512gb,3
荣耀荣耀magic7pro[非监管]16+1tb,10
华为华为mate7012+1t租赁版云杉绿,1
vivovivoiqooz9turbo+月影钛12+256g,2
华为华为mate7012+512g租赁版曜石黑,10
oppoopporeno13pro仅激活蝶蝶紫16+1t,2
一加一加ace5pro潜航黑12+256g,5
oppooppofindx812+256g租赁版浮光白,2
realme真我neo7星舰12+512g,2
appleiphone14promax（99新）标准版128g银色,2
红米红米turbo4祥云白公开版16+256g,1
appleiphone14promax（99新）深空黑色标准版256g,3
vivovivoiqooneo10pro驰光白16+256g,2
vivovivoxfold3轻羽白16+512g,3
荣耀荣耀magic7pro[非监管]12+256gb,5
vivovivoiqooz9turbo[非监管]16gb+256gb,4
荣耀荣耀x60i珊瑚紫12+256g,1
appleiphone14promax（99新）暗紫色标准版256g,2
荣耀荣耀magic7pro绒黑色12+256g,2
appleapple99新iphone15pro256g,1
三星三星三星s24ultra12g+256g,1
vivovivoiqoo1312+256g赛道版,8
appleiphone15（准新）资源机绿色256g,1
荣耀荣耀magic7[非监管]12+256gb,16
苹果iphone16plus[非监管]256gb,2
一加一加ace3[非监管]12gb+256gb,1
小米小米14ultra[非监管]12+256g,2
vivovivox200钛色12+256g,8
华为华为nova13pro洛登绿512g,1
华为华为mate60pro(99新)雅川青12+256g,1
苹果iphone16pro芝麻推广租物256g,2
小米鸭梨手机264g,1
小米鸭梨手机2128g,5
红米红米k80pro玄夜黑12+512g,3
红米红米k80雪岩白16+512g,3
小米小米14ultra16+512g租赁版白色,1
oppoopporeno13仅激活蝶蝶紫12+256g,3
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡4060（海景房机箱）,3
oppo3050/3060全新电竞台式机（30天起租）[非监管]i7-12700f内存32g硬盘1t显卡3060（海景房机箱）,1
realme真我neo7潜航12+256g,6
vivovivox200pro钛色16+1t,3
小米小米15浅草绿16+512g,6
一加一加ace5pro星穹紫16+512g,2
苹果iphone16plus[监管]512gb,1
华为华为nova13[非监管]256gb,3
oppo25款拯救者y700三代游戏平板[非监管]骁龙8+gen312g+256gwifi,2
华为华为huaweipocket2[监管]12gb+256gb,2
华为华为mate70[监管]12gb+512gb,2
appleiphone14pro(90新)标准版256g银色,1
oppooppofindx8（全新）租赁版浮光白12+256g,3
appleiphone16pro仅激活白色钛金属128g,11
华为华为mate70rs玄黑16+512g,4
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-10400f内存16g硬盘512g显卡2060（普通机箱）,6
荣耀荣耀magic7pro雪域白16+512g,4
荣耀荣耀x60i8+256g幻夜黑,1
雷神(thunderobot)雷神猎刃152024i7-13700hx/16g/512g/rtx4070/15.6英寸/165hz灰色,1
oppo拯救者r7000/r7000p[非监管]拯救者r7000p2024r7-8845h16g1trtx4060灰165hz,1
oppooppofindx8pro[非监管]12+512gb,3
荣耀荣耀x50gt[非监管]12gb+256gb,9
华为华为huaweipura70pro[非监管]12gb+512gb,12
小米小米小米14uitra16g+512g,1
华为华为mate7012+512g租赁版雪域白,4
appleiphone13（95新）标准版星光色128g,1
oppo3050/3060全新电竞台式机（30天起租）[非监管]i7-12700f内存32g硬盘1t显卡3060水冷（海景房机箱）,2
oppo酷睿i5/i7低中高端式电脑主机[非监管]i5-13600kf内存32g硬盘2t显卡4070s水冷（海景房机箱）,7
appleiphone16（准新）128g黑色,1
oppooppofindx8（全新）公开版追风蓝12+512g,1
苹果iphone16芝麻推广租物128g,2
华为华为pura70pro（99新）公开版12+512g羽砂黑,1
vivovivoiqoo1312+512g传奇版,5
华为华为huaweipura70pro+[监管]16gb+512gb,2
oppoopporeno12[非监管]12gb+512gb,2
oppoopporeno12[非监管]16gb+512gb,1
appleiphone14promax（99新）暗紫色标准版128g,1
红米红米k80pro山峦青16+512g,3
oppoopporeno13pro仅激活蝶蝶紫12+512g,1
oppo酷睿i5/i7低中高端式电脑主机[非监管]i7-12700f内存32g硬盘1t显卡4060（海景房机箱）,1
oppo酷睿i5/i7低中高端式电脑主机[非监管]i7-12700f内存32g硬盘1t显卡4060ti水冷（海景房机箱）,2
vivovivoiqooz9turbo+曜夜黑12+256g,1
荣耀荣耀畅玩20128g,10
联想联想拯救者y9000x2024i9-14900hx/32g/1t/rtx4060/16英寸冰魄白,1
oppo联想小新pro16[非监管]i5-13500h16g1t2.5k灰,1
小米红米k70pro[非监管]16+256g,1
华为华为nova13pro[非监管]256gb,1
华为华为mate70[监管]12gb+256gb,1
vivovivoiqooneo10拉力橙16+1t,1
小米小米mixfold416+512g黑色,1
华为华为mate60pro(99新)白沙银12+512g,4
oppo3050/3060全新电竞台式机（30天起租）[非监管]i5-10400f内存16g硬盘512g显卡3050（普通机箱）,1
华为华为mate60（95新）雅川青12+256g,1
appleiphone14pro（99新）标准版金色256g,1
真我真我13pro+[非监管]12+256gb,1
vivovivox200[非监管]12gb+512gb,2
oppo机械革命无界14pro/14x[非监管]机械革命无界14pro14.0寸i7-13620h16g/1ts集2.8k灰,1
华为华为mate60pro(99新)雅丹黑12+512g,3
小米小米1416+512g租赁版白色,3
vivovivoiqooneo10拉力橙12+512g,2
红米红米k70（95新）公开版墨羽12+256g,1
荣耀荣耀300ultra山茶白12+512g,3
苹果iphone16pro[监管]512gb,1
vivovivoiqoo12[非监管]16+512g,1
小米小米15浅草绿12+256g,5
华为华为matex6星云白12+512g,6
华为华为mate60pro(95新)公开版雅川青12+512g,1
appleiphone13pro（90新）标准版128g金色,1
一加一加13黑曜秘境24+1t,1
appleiphone16plus仅激活深青128g,2
华为华为matebookd16[非监管]rlefg-16i5-13500h16g/1ts集,1
华为华为pura70ultra[非监管]16gb+512gb,2
荣耀荣耀magic7pro雪域白12+256g,3
华为华为mate70pro12gb+512gb,1
一加一加1316+512g,1
vivovivoiqooz9x8+256g,3
荣耀荣耀magicvs3荣耀magicvs3,1
一加一加ace5pro16gb+512gb,2
vivovivoiqooz912+512g,1
华为华为mate70pro+华为mate70pro+,1
荣耀荣耀x608+128g,1
oppoopporeno13pro12gb+256gb,1
vivovivox20012+256g,1
三星galaxys25ultra12+256g,1
华为华为mate7012gb+1tb,1
华为华为pura70ultrahuaweipura70ultra,1
荣耀荣耀300pro16gb+512gb,2
oppooppok12plus8+256g,1
红米红米14c4gb+64gb,1
荣耀荣耀magic6pro12g+256g,1
荣耀荣耀x60i月影白8+256g,1
三星galaxys25ultragalaxys25ultra,1
appleiphone16仅激活粉色256g,3
oppo4060系列90天起租[非监管]i5-12400f内存32g硬盘1t显卡4060水冷（海景房机箱）,1
华为华为matex6寰宇红12+512g,13
appleiphone16（准新）白色256g,1
appleiphone13pro（99新）苍岭绿色标准版256g,1
小米小米14ultra(95新)16+512g黑色,1
realme真我neo7潜航16+512g,1
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-13400f内存32g硬盘1t显卡4070（海景房机箱）,2
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-12600kf内存32g硬盘1t显卡4070水冷（海景房机箱）,1
oppo30系列短租电竞台式机[非监管]i7-12700f内存32g硬盘1t显卡4060ti（海景房机箱）,1
华为华为matebook14[非监管]95新/i5/8g/256g/集显办公,5
苹果macbookair2020年款[非监管]macbookairm1/8g+256g,1
华为华为mate70[非监管]12gb+512gb,7
vivovivoiqooneo9[非监管]12+256g,1
vivovivox200promini直白16+1t,2
appleiphone14(90新)标准版蓝色128g,1
oppo3050/3060全新电竞台式机（30天起租）[非监管]i7-12700f内存32g硬盘1t显卡4060ti水冷（海景房机箱）,1
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i7-12700f内存32g硬盘1t显卡3060水冷（海景房机箱）,2
华硕（asus）华硕rog游戏手机9pro曜石黑24+1t,1
荣耀荣耀magic7pro[非监管]16+512g,4
oppo21款/24款小新pro14[非监管]长租推荐全新24款小新pro14/r7-8845h/32g/1t/2.8k/120hz灰,1
appleiphone13（95新）标准版粉色256g,1
一加一加ace5pro白月瓷-陶瓷特别版16+512g,5
vivovivoiqoo13曼岛12+512g,1
oppo酷睿i5/i7低中高端式电脑主机（180天起租）[非监管]i5-12400f内存16g硬盘512g显卡3050（普通机箱）,4
oppo酷睿i5/i7低中高端式电脑主机[非监管]i5-13600kf内存32g硬盘1t显卡4070s水冷（海景房机箱）,5
oppo酷睿i5/i7低中高端式电脑主机[非监管]i5-13400f内存32g硬盘1t显卡4070水冷（海景房机箱）,2
oppoopporeno13仅激活心动白12+512g,2
vivovivox100spro[非监管]16gb+512gb,2
华为华为pura70ultra[监管]16gb+512gb,3
appleiphone16仅激活256g白色,4
华为华为mate60pro(95新)公开版雅丹黑12+512g,1
小米小米14ultra16+1t租赁版白色,1
appleiphone15（95新）粉色128g,1
vivovivox200promini微粉16+1t,1
vivovivos20凤羽金8+256g,1
oppoopporeno13仅激活午夜黑12+512g,1
一加一加13黑曜秘境12+256g,5
