pro_title,pro_brand,pro_model,pro_color,数量,cleaned_title,standard_model
Apple iPhone 15 Pro Max,Apple,512G,白色钛金属,439.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
华硕笔记本 华硕天选5系列,华硕笔记本,i9-14900 16G 1TB  4060 魔幻青,,1.0,华硕 笔记本 华硕 天选5系列,华硕 天选 5
Apple iPhone 15 Pro Max,Apple,256G,黑色钛金属,321.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,256G,原色钛金属,170.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,256G,白色钛金属,287.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,512G,原色钛金属,157.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,256G,蓝色钛金属,19.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,512G,蓝色钛金属,13.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro Max,Apple,512G,黑色钛金属,274.0,Apple iPhone 15 Pro Max,iPhone 15 Pro Max
Apple iPhone 15 Pro,Apple,512G,白色钛金属,18.0,Apple iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15 Pro,Apple,128G,白色钛金属,4.0,Apple iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15 Pro,Apple,512G,原色钛金属,14.0,Apple iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/128G,蓝色,3.0,iPhone 15 Plus,iPhone 15 Plus
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,黑色钛金属,13.0,iPhone 15 Pro Max,iPhone 15 Pro Max
融租-全新国行 iPhone 14-0601（不要动数据！！！）,Apple,"港澳台,256G",深空灰,1.0,融租,未匹配: 融租
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,黑色钛金属,88.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,白色钛金属,175.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro,苹果,iPhone 15 Pro,白色钛金属,18.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,原色钛金属,29.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro Max,苹果,iPhone 15 Pro Max,蓝色钛金属,9.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro,苹果,iPhone 15 Pro,黑色钛金属,15.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Pro,苹果,iPhone 15 Pro,原色钛金属,10.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,原色钛金属,31.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15,苹果,iPhone 15/5G全网通/128G,粉色,3.0,iPhone 15,iPhone 15
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,白色钛金属,6.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/512G,蓝色钛金属,3.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/256G,蓝色钛金属,1.0,iPhone 15 Pro,iPhone 15 Pro
苹果 15 ProMax【首月1元】,Apple,512GB,白色钛金属,35.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果 15 ProMax【首月1元】,Apple,256GB,黑色钛金属,32.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果 15 ProMax【首月1元】,Apple,256GB,原色钛金属,19.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果 15 ProMax【首月1元】,Apple,512GB,黑色钛金属,35.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
95新 iPhone 14  国行正品 灵活租 满一个月可随时归还,Apple,128GB,随机,1.0,95新 iPhone 14  灵活租 满一个月可随时归还,iPhone 14
三星 Galaxy Z Fold6  AI智能影像 超轻薄折叠大屏商务手机,三星（SAMSUNG）,12GB+512GB,浅玫粉,1.0,三星 Galaxy Z Fold 6 AI智能影像 超轻薄折叠大屏商务手机,三星 Galaxy Z Fold 6
苹果15 Pro【首月1元】,Apple,256GB,黑色钛金属,6.0,苹果15 Pro,未匹配: 苹果15 Pro
苹果15 Pro【首月1元】,Apple,512GB,白色钛金属,8.0,苹果15 Pro,未匹配: 苹果15 Pro
Apple Watch Ultra 2 年度爆款 全新正品 顺丰发货,Apple,49毫米 GPS+蜂窝网络,蓝色高山回环式表带,1.0,Apple Watch Ultra 2 年度爆款,Apple Watch Ultra 2
小米14 Ultra 徕卡光学 Summilux镜头 双向卫星通信 澎湃OS 5G手机,小米（MI）,12+256GB,白色,1.0,小米 14 Ultra 徕卡光学 Summilux镜头 双向卫星通信 澎湃OS 5G手机,小米 14 Ultra
苹果 15 ProMax【首月1元】,Apple,256GB,白色钛金属,15.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/512G,原色钛金属,11.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Plus,苹果,iPhone 15 Plus/5G全网通/256G,黑色,1.0,iPhone 15 Plus,iPhone 15 Plus
iPhone 15 Pro（专区专享）,苹果,iPhone 15 Pro（专区专享）/5G全网通/512G,原色钛金属,1.0,iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15 Pro,Apple,256G,白色钛金属,6.0,Apple iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15,Apple,128G,蓝色,1.0,Apple iPhone 15,iPhone 15
小米 红米 K70 Pro,小米,24G+1T,墨羽,1.0,小米 红米 K70 Pro,未匹配: 小米 红米 K70 Pro
iPhone 15 Pro Max,Apple,原色钛金属 256G,,219.0,iPhone 15 Pro Max,iPhone 15 Pro Max
OPPO Find X7 Ultra,oppo,松影墨韵 16+512G,,3.0,OPPO Find X7 Ultra,OPPO Find X7 Ultra
iPhone 15 Pro Max,Apple,白色钛金属 256G,,482.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15,Apple,蓝色 128G,,42.0,iPhone 15,iPhone 15
Redmi K70,红米,晴雪 16+512G,,5.0,Redmi K70,Redmi K70
小米 Civi4 Pro,小米,春野绿 12+256G,,1.0,小米 Civi4 Pro,小米 Civi 4 Pro
iPhone 15 Pro Max,Apple,黑色钛金属 256G,,302.0,iPhone 15 Pro Max,iPhone 15 Pro Max
iPhone 15 Pro Max,Apple,蓝色钛金属 512G,,66.0,iPhone 15 Pro Max,iPhone 15 Pro Max
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4060/16英寸 魔幻青,,37.0,华硕 天选5 Pro,华硕 天选 5 Pro
AirPods Pro 2代,Apple,搭配 MagSafe 充电盒 (USB-C) 白色,,192.0,AirPods Pro 2代,AirPods Pro 第二代
苹果 15 ProMax【首月1元】,Apple,512GB,原色钛金属,21.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果 15 ProMax【首月1元】,Apple,1TB,原色钛金属,4.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果15 Pro【首月1元】,Apple,512GB,原色钛金属,9.0,苹果15 Pro,未匹配: 苹果15 Pro
全新  iPhone 15 Pro 新品首发 5G全网通 钛合金金属边框,Apple,256GB,蓝色钛金属,1.0,全新 iPhone 15 Pro 新品首发 钛合金金属边框,iPhone 15 Pro Max
荣耀  Magic V3 折叠屏手机  第三代青海湖电池,荣耀（HONOR）,16GB+1TB,绒黑色,1.0,荣耀 Magic V3 折叠屏手机 第三代青海湖电池,荣耀 Magic V3
苹果 15 ProMax【首月1元】,Apple,256GB,蓝色钛金属,1.0,苹果 15 ProMax,未匹配: 苹果 15 ProMax
苹果15【首月1元】,Apple,256GB,黑色,3.0,苹果15,未匹配: 苹果15
苹果15 Pro【首月1元】,Apple,128GB,白色钛金属,1.0,苹果15 Pro,未匹配: 苹果15 Pro
苹果15【首月1元】,Apple,128GB,黑色,4.0,苹果15,未匹配: 苹果15
华硕 天选5 Pro,华硕,R9-7940HX/16G/1T/RTX4070/16英寸 魔幻青,,7.0,华硕 天选5 Pro,华硕 天选 5 Pro
Xiaomi 14,小米,岩石青 12+256G,,11.0,小米 14,小米 14
华为 Pura 70 Pro,华为,极速发货 雪域白 12+512G,,80.0,华为 Pura 70 Pro,华为 Pura 70 Pro
vivo X100s,vivo,专属版 12+256G  深空灰,,3.0,vivo X100 s,vivo X100
华为WATCH 4 Pro,华为,火星钛 钛金属表带,,13.0,华为 WATCH 4 Pro,华为 Watch 4 Pro
华为Watch4,华为,幻月黑 46mm,,18.0,华为 Watch4,华为 Watch 4
三星 Galaxy S24 Ultra,三星,钛黑 12+512G,,4.0,三星 Galaxy S24 Ultra,三星 Galaxy S24 Ultra
iPhone 15 Pro,Apple,原色钛金属 256G,,32.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 15 Pro Max,Apple,黑色钛金属 512G,,129.0,iPhone 15 Pro Max,iPhone 15 Pro Max
联想 拯救者Y9000P 2024,联想,i9-14900HX/32G/1T/RTX4070/16英寸/AI元启 碳晶灰,,30.0,联想 拯救者Y9000款P 2024款,未匹配: 联想 拯救者Y9000款P 2024款
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+1T,,15.0,华为 Pura 70 Pro,华为 Pura 70 Pro
华为 Mate X5,华为,幻影紫 12+512G,,14.0,华为 Mate X5,华为 Mate X5
一加 Ace 3,一加,星辰黑 5G全网通 12+256G,,5.0,一加 Ace 3,一加 Ace 3
Apple Watch Ultra 2,Apple,均码 蓝色海洋表带 钛金属表壳 49MM 蜂窝+GPS版,,29.0,Apple Watch Ultra 2,Apple Watch Ultra 2
iPhone 15 Pro Max,Apple,原色钛金属 512G,,175.0,iPhone 15 Pro Max,iPhone 15 Pro Max
三星 Galaxy S24 Ultra,三星,钛灰 12+512G,,7.0,三星 Galaxy S24 Ultra,三星 Galaxy S24 Ultra
vivo IQOO Neo9S Pro+,vivo,格斗黑 12+512G,,2.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
三星 Galaxy S24 Ultra,三星,钛黑 12+256G,,16.0,三星 Galaxy S24 Ultra,三星 Galaxy S24 Ultra
荣耀X50 GT,荣耀,银翼战神 5G全网通 12+256G,,4.0,荣耀 X50 GT,荣耀 X50 GT
iPhone 15 Pro,Apple,蓝色钛金属 128G,,17.0,iPhone 15 Pro,iPhone 15 Pro
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+512G,,48.0,华为 Mate 60 Pro,华为 Mate 60
红魔9S Pro,努比亚（nubia）,暗夜骑士 12+256G,,6.0,红魔 9S Pro,努比亚 红魔 9S Pro
iPad Air 2024款 13英寸,Apple,星光色 WiFi版 128G,,3.0,iPad Air 2024款 13英寸,iPad Air 2024款
联想 拯救者R9000P 2024,联想,R9-7945HX/16G/1T/RTX4060/16英寸 冰魄白,,10.0,联想 拯救者R9000款P 2024款,未匹配: 联想 拯救者R9000款P 2024款
iPad Air 2024款 11英寸,Apple,WiFi版 256G 深空灰,,11.0,iPad Air 2024款 11英寸,iPad Air 2024款
华为 Pura 70 Pro,华为,极速发货 12+512G 罗兰紫,,44.0,华为 Pura 70 Pro,华为 Pura 70 Pro
华为 Mate 60 Pro,华为,雅川青 标准版 12+512G,,34.0,华为 Mate 60 Pro,华为 Mate 60
Xiaomi 14,小米,16+512G 白色,,13.0,小米 14,小米 14
iPhone 15 Pro Max,Apple,白色钛金属 512G,,226.0,iPhone 15 Pro Max,iPhone 15 Pro Max
一加 Ace 3V,一加,幻紫银 12+256G,,2.0,一加 Ace 3V,一加 Ace 3 V
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 13.6英寸 午夜色,,4.0,MacBook Air 2024款,MacBook Air 2024款
华为 畅享70,华为,256G 翡冷翠,,4.0,华为 畅享70,华为 畅享 70
华硕 天选5 Pro,华硕,i9-14900HX/16G/1T/RTX4070/16英寸 魔幻青,,14.0,华硕 天选5 Pro,华硕 天选 5 Pro
联想 拯救者Y9000P 2024,联想,i9-14900HX/32G/1T/RTX4060/16英寸/AI元启 碳晶灰,,31.0,联想 拯救者Y9000款P 2024款,未匹配: 联想 拯救者Y9000款P 2024款
iPad Pro 2024款 11英寸,Apple,标准玻璃 WiFi版 256G 银色,,19.0,iPad Pro 2024款 11英寸,iPad Pro 2024款
红米K70至尊版,红米,晴雪白 16+512G,,7.0,红米K70至尊版,红米 K70 至尊版
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/32G/1T/RTX4060/16英寸,,35.0,联想 拯救者Y9000款P 2024款,未匹配: 联想 拯救者Y9000款P 2024款
iPad Air 2024款 11英寸,Apple,WiFi版 128G 深空灰,,11.0,iPad Air 2024款 11英寸,iPad Air 2024款
华为 Pura 70 Pro,华为,极速发货 雪域白 12+1T,,9.0,华为 Pura 70 Pro,华为 Pura 70 Pro
华为 MatePad Pro 11英寸 2022,华为,8GB+256GB WIFI版 晶钻白,,2.0,华为 MatePad Pro 11英寸 2022款,华为 MatePad Pro
红魔9Pro,努比亚（nubia）,暗夜骑士 5G全网通  12+256G,,6.0,红魔 9Pro,努比亚 红魔 9Pro
红米K70至尊版,红米,晴雪白 12+256G,,25.0,红米K70至尊版,红米 K70 至尊版
iPhone 15,Apple,黑色 512G,,3.0,iPhone 15,iPhone 15
Xiaomi 14 Pro,小米,16+512G 白色,,35.0,小米 14 Pro,小米 14 Pro
华硕 天选4,华硕,R7-7435H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,,15.0,华硕 天选4,华硕 天选 4
AirPods 3,apple,白色 标配,,35.0,AirPods 3,AirPods 3
Redmi K70 Pro,红米,晴雪 12+256G,,4.0,Redmi K70 Pro,Redmi K70 Pro
华为 Pura 70 Pro,华为,极速发货 羽砂黑 12+512G,,106.0,华为 Pura 70 Pro,华为 Pura 70 Pro
Redmi K70E,红米,影青 12+256G,,2.0,Redmi K70E,Redmi K70E
vivo Pad3 Pro,vivo,寒星灰 12GB+256GB,,9.0,vivo Pad3 Pro,vivo Pad 3 Pro
华为 nova 12 活力版,华为,曜金黑 256G,,9.0,华为 nova 12 活力版,华为 nova 12 活力版
华为 Pura 70 Pro,华为,极速发货 12+1T 罗兰紫,,7.0,华为 Pura 70 Pro,华为 Pura 70 Pro
vivo IQOO Neo9S Pro+,vivo,Buff蓝 12+256G,,4.0,vivo iQOO Neo9S Pro+,vivo iQOO Neo 9
Xiaomi 14,小米,16+512G 黑色,,11.0,小米 14,小米 14
华硕 灵耀14 2024,华硕,夜空蓝 Ultra 7 155H/32G/1TB/锐炫/14英寸,,3.0,华硕 灵耀14 2024款,未匹配: 华硕 灵耀14 2024款
华硕 天选5 Pro,华硕,日蚀灰 i7-13650HX/16G/512G/RTX4050/16英寸,,3.0,华硕 天选5 Pro,华硕 天选 5 Pro
华为 畅享70,华为,曜金黑 256G,,3.0,华为 畅享70,华为 畅享 70
iPad 2021款,apple,WiFi版 64G 10.2英寸 银色,,3.0,iPad 2021款,iPad 2021款
小米 Pad 6S Pro 12.4,小米,8GB+256GB 云峰蓝,,5.0,小米 Pad 6S Pro 12.4,小米 Pad 6S Pro 12.4
华为 Mate 60 Pro,华为,雅丹黑 标准版 12+256G,,42.0,华为 Mate 60 Pro,华为 Mate 60
华为 Mate 60 Pro,华为,白沙银 标准版 12+256G,,20.0,华为 Mate 60 Pro,华为 Mate 60
华为 nova 12 活力版,华为,12号色 512G,,4.0,华为 nova 12 活力版,华为 nova 12 活力版
iPhone 15 Pro,Apple,原色钛金属 128G,,39.0,iPhone 15 Pro,iPhone 15 Pro
Apple Watch Ultra 2,Apple,均码 钛金属表壳 49MM 白色海洋表带 蜂窝+GPS版,,28.0,Apple Watch Ultra 2,Apple Watch Ultra 2
vivo S19Pro,vivo,剑影灰 12+512G,,2.0,vivo S19 Pro,vivo S19Pro
iPhone 15 Plus,Apple,256G 黑色,,5.0,iPhone 15 Plus,iPhone 15 Plus
华为 Mate X5,华为,羽砂白 12+512G,,17.0,华为 Mate X5,华为 Mate X5
一加平板 Pro,一加,卡其绿 16GB+512GB,,5.0,一加 平板 Pro,一加平板 Pro
华硕 天选Air 2024,华硕,AI 9 HX 370/32G/1T/RTX4060/14英寸 月光银,,4.0,华硕 天选Air 2024款,华硕 天选 Air 2024
华为 Mate X5,华为,16GB+512GB 典藏版  羽砂白,,6.0,华为 Mate X5,华为 Mate X5
iPad Air 2024款 11英寸,Apple,WiFi版 128G 蓝色,,10.0,iPad Air 2024款 11英寸,iPad Air 2024款
一加Ace3 Pro,一加,绿野素青 12+256G,,5.0,一加 Ace3 Pro,一加 Ace 3 Pro
联想 拯救者Y7000P 2024,联想,i7-14700HX/16G/1T/RTX4060/16英寸 月蚀灰,,17.0,联想 拯救者Y7000款P 2024款,未匹配: 联想 拯救者Y7000款P 2024款
iPhone 15 Pro,Apple,白色钛金属 256G,,30.0,iPhone 15 Pro,iPhone 15 Pro
红米 Turbo3,红米,青刃 12+256G,,2.0,红米 Turbo3,红米 Turbo 3
联想 拯救者Y7000P 2024,联想,i7-14650HX/16G/1T/RTX4050/16英寸 月蚀灰,,16.0,联想 拯救者Y7000款P 2024款,未匹配: 联想 拯救者Y7000款P 2024款
Xiaomi 14 Pro,小米,12+256G 白色,,18.0,小米 14 Pro,小米 14 Pro
荣耀X50,荣耀,全新  典雅黑  标准版 8GB+128GB,,9.0,荣耀 X50,荣耀 X50
iPad 2022款,Apple,10.9 英寸 WiFi版 64G 蓝色,,6.0,iPad 2022款,iPad 2022款
iPhone 15 Pro,Apple,白色钛金属 512G,,13.0,iPhone 15 Pro,iPhone 15 Pro
联想 小新Pad 2024款,联想（Lenovo）,6GB+128GB 烟霞紫 11英寸,,2.0,联想 小新Pad 2024款,联想 小新 Pad 2024款
iPhone 15 Plus,Apple,蓝色 128G,,6.0,iPhone 15 Plus,iPhone 15 Plus
荣耀200 Pro,荣耀,绒黑色 16+512G,,2.0,荣耀 200 Pro,荣耀 200 Pro
小米 MIX Flip,小米,凤羽纤维 12+256G,,6.0,小米 X Flip,未匹配: 小米 X Flip
华为 FreeBuds Pro 3,华为,冰霜银,,7.0,华为 FreeBuds Pro 3,华为 FreeBuds Pro 3
vivo X100s Pro,vivo,辰夜黑 专属版 16+512G,,6.0,vivo X100 s Pro,vivo X100
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 41mm GPS版,,12.0,Apple Watch Series?9,Apple Watch Series 9
OPPO Reno12 Pro,OPPO,16+512G 香槟金,,4.0,OPPO Reno12 Pro,OPPO Reno 12 Pro
iPhone 15 Pro Max,Apple,1T 原色钛金属,,9.0,iPhone 15 Pro Max,iPhone 15 Pro Max
雷神 911MT 2023 天行者,雷神(ThundeRobot),猎影灰 i7-13620H/16G/512G/RTX4060/15.6英寸,,4.0,雷神 911MT 2023款 天行者,雷神 911MT 2023
华为 Mate 60 Pro,华为,专属版 雅丹黑 12+256G,,33.0,华为 Mate 60 Pro,华为 Mate 60
Xiaomi 14,小米,12+256G 白色,,22.0,小米 14,小米 14
iPhone 15,Apple,粉色 128G,,26.0,iPhone 15,iPhone 15
vivo X100s,vivo,钛色 16+1T 专属版,,10.0,vivo X100 s,vivo X100
红魔9S Pro+,努比亚（nubia）,暗夜骑士 16+512G,,21.0,红魔 9S Pro+,努比亚 红魔 9S Pro+
华硕 无畏Pro15 2024,华硕,R7-8845H/16G/1T/集显/15.6英寸 银色,,4.0,华硕 无畏Pro15 2024款,未匹配: 华硕 无畏Pro15 2024款
OPPO Find X7,OPPO,海阔天空 16+512G,,5.0,OPPO Find X7,OPPO Find X7
vivo X100s,vivo,专属版 16+512G  深空灰,,9.0,vivo X100 s,vivo X100
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/16G/1T/RTX4060/16英寸,,45.0,联想 拯救者Y9000款P 2024款,未匹配: 联想 拯救者Y9000款P 2024款
iPhone 15 Pro,Apple,原色钛金属 512G,,4.0,iPhone 15 Pro,iPhone 15 Pro
联想 拯救者Y9000P?2023,联想,i9-13900HX/16G/1T/RTX4060/16英寸 钛晶灰,,24.0,联想 拯救者Y9000款P?2023款,未匹配: 联想 拯救者Y9000款P?2023款
华为 Mate 60 Pro,华为,白沙银 标准版 12+512G,,26.0,华为 Mate 60 Pro,华为 Mate 60
Apple Watch Ultra 2,Apple,大号 靛蓝色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,3.0,Apple Watch Ultra 2,Apple Watch Ultra 2
华硕 天选4,华硕,i7-13620H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,,9.0,华硕 天选4,华硕 天选 4
联想 拯救者Y9000X 2024,联想,i9-14900HX/32G/1T/RTX4070/16英寸 冰魄白,,2.0,联想 拯救者Y9000款X 2024款,未匹配: 联想 拯救者Y9000款X 2024款
华为 WATCH Ultimate,华为,驰骋山地 黑色丁腈橡胶表带,,5.0,华为 WATCH Ultimate,华为 Watch Ultimate
Apple Watch SE 2023款,Apple,午夜色运动型表带 S/M GPS + 蜂窝网络 铝金属表壳 44mm,,3.0,Apple Watch SE 2023款款,Apple Watch SE 2023款
小米 13,小米,旷野绿 标准版 12+256G,,2.0,小米 13,小米 13
iPad Air 2024款 11英寸,Apple,星光色 WiFi版 256G,,5.0,iPad Air 2024款 11英寸,iPad Air 2024款
联想 拯救者R9000P 2024,联想,R9-7945HX/16G/1T/RTX4060/16英寸 碳晶灰,,11.0,联想 拯救者R9000款P 2024款,未匹配: 联想 拯救者R9000款P 2024款
iPhone 15 Pro Max,Apple,蓝色钛金属 256G,,171.0,iPhone 15 Pro Max,iPhone 15 Pro Max
vivo X100s,vivo,青云 专属版 12+256G,,2.0,vivo X100 s,vivo X100
ThinkBook 16 2023,联想,R7-7730U/16G/1T/集显/16英寸 银灰色,,2.0,ThinkBook 16 2023款,联想 ThinkBook 16 2023款
华为 Pura 70,华为,公开零售版 羽砂黑 12+512G,,8.0,华为 Pura 70,华为 Pura 70
iPhone 15,Apple,256G 蓝色,,16.0,iPhone 15,iPhone 15
华硕 ROG枪神8,华硕,i9-14900HX/16G/1T/RTX4060/16英寸/240Hz 黑色,,2.0,华硕 ROG枪神8,ROG 枪神 8
荣耀200 Pro,荣耀,天海青 12+256G,,2.0,荣耀 200 Pro,荣耀 200 Pro
华为 Mate 60 Pro+,华为,砚黑 16+512G,,6.0,华为 Mate 60 Pro+,华为 Mate 60 Pro+
Xiaomi 14 Pro,小米,12+256G 黑色,,11.0,小米 14 Pro,小米 14 Pro
vivo iQOO 12 Pro,vivo,16+1T  赛道版,,4.0,vivo iQOO 1 2 Pro,vivo iQOO 12 Pro
iPhone 14,Apple,标准版 (iPhone 14) 星光色 256G,,5.0,iPhone 14,iPhone 14
iPhone 15 Pro,Apple,黑色钛金属 256G,,15.0,iPhone 15 Pro,iPhone 15 Pro
华为 MateBook D16 SE 2024,华为,i5-13420H/16GB/512GB/16英寸 皓月银,,13.0,华为 MateBook D16 SE 2024款,华为 MateBook D16 SE 2024
华为WATCH 4 Pro,华为,木星棕 真皮表带,,15.0,华为 WATCH 4 Pro,华为 Watch 4 Pro
iPhone 15 Pro,Apple,1T 黑色钛金属,,2.0,iPhone 15 Pro,iPhone 15 Pro
红米K70至尊版,红米,冰璃蓝 12+256G,,9.0,红米K70至尊版,红米 K70 至尊版
联想 拯救者Y7000P（二手）,联想,i7-13700H/16G/1T/RTX4060/16英寸 钛晶灰,,2.0,联想 拯救者Y7000款P,未匹配: 联想 拯救者Y7000款P
Xiaomi 14,小米,12+256G 黑色,,32.0,小米 14,小米 14
华为 Pura 70 Pro+,华为,公开零售版 魅影黑 16+512G,,5.0,华为 Pura 70 Pro+,华为 Pura 70 Pro
荣耀X50,荣耀,全新  标准版 8GB+128GB  燃橙色,,6.0,荣耀 X50,荣耀 X50
华为 Pura 70,华为,公开零售版 樱玫红 12+512G,,3.0,华为 Pura 70,华为 Pura 70
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 15.3英寸 银色,,4.0,MacBook Air 2024款,MacBook Air 2024款
一加Ace3 Pro,一加,绿野素青 24+1T,,2.0,一加 Ace3 Pro,一加 Ace 3 Pro
iPad Pro 2024款 11英寸,Apple,标准玻璃 深空黑 WiFi版 256G,,23.0,iPad Pro 2024款 11英寸,iPad Pro 2024款
vivo Pad3 Pro,vivo,薄霞紫 12GB+256GB,,6.0,vivo Pad3 Pro,vivo Pad 3 Pro
一加平板 Pro,一加,12GB+256GB 深空灰,,3.0,一加 平板 Pro,一加平板 Pro
MacBook Pro 2022款,Apple,M2/8+10核/8G+256G/13英寸 深空灰,,4.0,MacBook Pro 2022款,MacBook Pro 2022款
联想 拯救者R7000 2023款,联想（Lenovo）,R7-7840H/16G/512G/RTX4060/15.6英寸 钛晶灰,,4.0,联想 拯救者R7000款 2023款,未匹配: 联想 拯救者R7000款 2023款
iPhone 15,Apple,黑色 128G,,63.0,iPhone 15,iPhone 15
iPhone 15 Pro,Apple,白色钛金属 128G,,48.0,iPhone 15 Pro,iPhone 15 Pro
iPad Pro 2024款 13英寸,Apple,标准玻璃 深空黑 WiFi版 512G,,10.0,iPad Pro 2024款 13英寸,iPad Pro 2024款
iPhone 15 Pro Max,Apple,1T 黑色钛金属,,11.0,iPhone 15 Pro Max,iPhone 15 Pro Max
vivo X100s,vivo,钛色 专属版 16+256G,,14.0,vivo X100 s,vivo X100
iPad Air 2024款 13英寸,Apple,WiFi版 128G 深空灰,,4.0,iPad Air 2024款 13英寸,iPad Air 2024款
一加Ace3 Pro,一加,钛空镜银 16+512G,,5.0,一加 Ace3 Pro,一加 Ace 3 Pro
三星 Galaxy S24 Ultra,三星,钛灰 12+256G,,10.0,三星 Galaxy S24 Ultra,三星 Galaxy S24 Ultra
Apple iPhone 15 Pro,Apple,128G,黑色钛金属,3.0,Apple iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15,Apple,256G,粉色,2.0,Apple iPhone 15,iPhone 15
Apple iPhone 15 Pro,Apple,512G,黑色钛金属,21.0,Apple iPhone 15 Pro,iPhone 15 Pro
Apple iPhone 15,Apple,256G,黑色,1.0,Apple iPhone 15,iPhone 15
Apple Apple AirPods Pro,Apple,,白色,2.0,Apple Apple AirPods Pro,AirPods Pro 第一代
Apple iPhone 15,Apple,128G,黑色,3.0,Apple iPhone 15,iPhone 15
Apple iPhone 15 Pro,Apple,256G,黑色钛金属,10.0,Apple iPhone 15 Pro,iPhone 15 Pro
小米 小米14 Pro,小米,16G+1T,黑色,1.0,小米 14 Pro,小米 14 Pro
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 深空灰色,,2.0,MacBook Air 2024款,MacBook Air 2024款
Apple Watch Series?9,Apple,星光色运动型表带 M/L 铝金属表壳 45mm 蜂窝+GPS版,,2.0,Apple Watch Series?9,Apple Watch Series 9
HUAWEI MateBook 14 2024款,华为,Ultra 5/32GB/1TB 深空灰,,9.0,华为 MateBook 14 2024款,未匹配: 华为 MateBook 14 2024款
