pro_title,pro_brand,pro_model,pro_color,数量
Apple Watch Ultra 2,Apple,均码 钛金属表壳 49MM 白色海洋表带 蜂窝+GPS版,,28
vivo S19Pro,vivo,剑影灰 12+512G,,2
iPhone 15 Plus,Apple,256G 黑色,,5
华为 Mate X5,华为, 羽砂白 12+512G,,17
一加平板 Pro,一加,卡其绿 16GB+512GB,,5
华硕 天选Air 2024,华硕,AI 9 HX 370/32G/1T/RTX4060/14英寸 月光银,,4
华为 Mate X5,华为,16GB+512GB 典藏版  羽砂白,,6
iPad Air 2024款 11英寸,Apple,WiFi版 128G 蓝色,,10
一加Ace3 Pro,一加,绿野素青 12+256G,,5
联想 拯救者Y7000P 2024,联想,i7-14700HX/16G/1T/RTX4060/16英寸 月蚀灰,,17
iPhone 15 Pro,Apple,白色钛金属 256G,,30
红米 Turbo3,红米,青刃 12+256G,,2
联想 拯救者Y7000P 2024,联想,i7-14650HX/16G/1T/RTX4050/16英寸 月蚀灰,,16
Xiaomi 14 Pro,小米,12+256G 白色,,18
荣耀X50,荣耀,全新  典雅黑  标准版 8GB+128GB,,9
iPad 2022款,Apple,10.9 英寸 WiFi版 64G 蓝色,,6
iPhone 15 Pro,Apple,白色钛金属 512G,,13
联想 小新Pad 2024款,联想（Lenovo）,6GB+128GB 烟霞紫 11英寸,,2
iPhone 15 Plus,Apple,蓝色 128G,,6
荣耀200 Pro,荣耀,绒黑色 16+512G,,2
小米 MIX Flip,小米,凤羽纤维 12+256G,,6
华为 FreeBuds Pro 3,华为,冰霜银,,7
vivo X100s Pro,vivo, 辰夜黑 专属版 16+512G,,6
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 41mm GPS版,,12
OPPO Reno12 Pro,OPPO,16+512G 香槟金,,4
iPhone 15 Pro Max,Apple,1T 原色钛金属,,9
雷神 911MT 2023 天行者,雷神(ThundeRobot),猎影灰 i7-13620H/16G/512G/RTX4060/15.6英寸,,4
华为 Mate 60 Pro,华为,专属版 雅丹黑 12+256G,,33
Xiaomi 14,小米,12+256G 白色,,22
iPhone 15,Apple,粉色 128G,,26
vivo X100s,vivo, 钛色 16+1T 专属版,,10
红魔9S Pro+,努比亚（nubia）,暗夜骑士 16+512G,,21
华硕 无畏Pro15 2024,华硕,R7-8845H/16G/1T/集显/15.6英寸 银色,,4
OPPO Find X7,OPPO, 海阔天空 16+512G,,5
vivo X100s,vivo,专属版 16+512G  深空灰,,9
联想 拯救者Y9000P 2024,联想,碳晶灰 i9-14900HX/16G/1T/RTX4060/16英寸,,45
iPhone 15 Pro,Apple,原色钛金属 512G,,4
联想 拯救者Y9000P?2023,联想,i9-13900HX/16G/1T/RTX4060/16英寸 钛晶灰,,24
华为 Mate 60 Pro,华为,白沙银 标准版 12+512G,,26
Apple Watch Ultra 2,Apple,大号 靛蓝色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,3
华硕 天选4,华硕,i7-13620H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,,9
联想 拯救者Y9000X 2024,联想,i9-14900HX/32G/1T/RTX4070/16英寸 冰魄白,,2
华为 WATCH Ultimate,华为,驰骋山地 黑色丁腈橡胶表带,,5
Apple Watch SE 2023款,Apple,午夜色运动型表带 S/M GPS + 蜂窝网络 铝金属表壳 44mm,,3
小米 13,小米,旷野绿 标准版 12+256G,,2
iPad Air 2024款 11英寸,Apple,星光色 WiFi版 256G,,5
联想 拯救者R9000P 2024,联想,R9-7945HX/16G/1T/RTX4060/16英寸 碳晶灰,,11
iPhone 15 Pro Max,Apple,蓝色钛金属 256G,,171
vivo X100s,vivo, 青云 专属版 12+256G,,2
ThinkBook 16 2023,联想,R7-7730U/16G/1T/集显/16英寸 银灰色,,2
华为 Pura 70,华为,公开零售版 羽砂黑 12+512G,,8
iPhone 15,Apple,256G 蓝色,,16
华硕 ROG枪神8,华硕,i9-14900HX/16G/1T/RTX4060/16英寸/240Hz 黑色,,2
荣耀200 Pro,荣耀,天海青 12+256G,,2
华为 Mate 60 Pro+,华为,砚黑 16+512G,,6
Xiaomi 14 Pro,小米,12+256G 黑色,,11
vivo iQOO 12 Pro,vivo,16+1T  赛道版,,4
iPhone 14,Apple,标准版 (iPhone 14) 星光色 256G,,5
iPhone 15 Pro,Apple,黑色钛金属 256G,,15
华为 MateBook D16 SE 2024,华为,i5-13420H/16GB/512GB/16英寸 皓月银,,13
华为WATCH 4 Pro,华为,木星棕 真皮表带,,15
iPhone 15 Pro,Apple,1T 黑色钛金属,,2
红米K70至尊版,红米,冰璃蓝 12+256G,,9
联想 拯救者Y7000P（二手）,联想,i7-13700H/16G/1T/RTX4060/16英寸 钛晶灰,,2
Xiaomi 14,小米,12+256G 黑色,,32
华为 Pura 70 Pro+,华为,公开零售版 魅影黑 16+512G,,5
荣耀X50,荣耀,全新  标准版 8GB+128GB  燃橙色,,6
华为 Pura 70,华为,公开零售版 樱玫红 12+512G,,3
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 15.3英寸 银色,,4
一加Ace3 Pro,一加,绿野素青 24+1T,,2
iPad Pro 2024款 11英寸,Apple,标准玻璃 深空黑 WiFi版 256G,,23
vivo Pad3 Pro,vivo,薄霞紫 12GB+256GB,,6
一加平板 Pro,一加,12GB+256GB 深空灰,,3
MacBook Pro 2022款,Apple,M2/8+10核/8G+256G/13英寸 深空灰,,4
联想 拯救者R7000 2023款,联想（Lenovo）,R7-7840H/16G/512G/RTX4060/15.6英寸 钛晶灰,,4
iPhone 15,Apple,黑色 128G,,63
iPhone 15 Pro,Apple,白色钛金属 128G,,48
iPad Pro 2024款 13英寸,Apple,标准玻璃 深空黑 WiFi版 512G,,10
iPhone 15 Pro Max,Apple,1T 黑色钛金属,,11
vivo X100s,vivo, 钛色 专属版 16+256G,,14
iPad Air 2024款 13英寸,Apple,WiFi版 128G 深空灰,,4
一加Ace3 Pro,一加,钛空镜银 16+512G,,5
三星 Galaxy S24 Ultra,三星, 钛灰 12+256G,,10
Apple iPhone 15 Pro,Apple,128G,黑色钛金属,3
Apple iPhone 15,Apple,256G,粉色,2
Apple iPhone 15 Pro,Apple,512G,黑色钛金属,21
Apple iPhone 15,Apple,256G,黑色,1
Apple Apple AirPods Pro,Apple,,白色,2
Apple iPhone 15,Apple,128G,黑色,3
Apple iPhone 15 Pro,Apple,256G,黑色钛金属,10
小米 小米14 Pro,小米,16G+1T,黑色,1
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 13.6英寸 深空灰色,,2
Apple Watch Series?9,Apple,星光色运动型表带 M/L 铝金属表壳 45mm 蜂窝+GPS版,,2
HUAWEI MateBook 14 2024款,华为,Ultra 5/32GB/1TB 深空灰,,9
华硕 天选4,华硕,R7-7435H/16G/512GSSD/RTX4060 8G独显/144Hz/100% sRGB/日蚀灰,,10
华硕 天选4,华硕,R7-7735H/16G/512GSSD/RTX4050 6G独显/144Hz/100% sRGB/日蚀灰,,2
华为 Mate 60,华为,Mate 60 雅丹黑 标准版 12+256G,,5
华为WATCH 4 Pro,华为,太空探索 深灰色钛金属表带,,8
vivo X100 Ultra,vivo,专属版 16+512G  深空灰,,2
MacBook Pro 2023款,Apple,M3/8+10核/8G+1TB/14英寸 深空灰,,4
联想 小新Pad Pro 2025 舒视版,联想（Lenovo）,大象灰 8GB+128GB,,2
Apple Watch SE 2023款,Apple,星光色运动型表带 GPS M/L 铝金属表壳 44mm,,3
vivo X100s,vivo, 钛色 专属版 16+512G,,17
vivo Pad3 Pro,vivo,寒星灰 16GB+512GB,,4
华硕 天选5 Pro,华硕,日蚀灰 i9-14900HX/16G/1T/RTX4060/16英寸,,27
Xiaomi 14,小米,16+1T 黑色,,7
华为 Pura 70,华为,公开零售版 羽砂黑 12+256G,,4
小米 MIX Flip,小米,12+512G 白色,,4
华硕 天选4,华硕,R7-7735/16G/512GSSD/RTX4060 8G独显/144Hz/100%sRGB/魔幻青,,9
iPhone 15 Pro Max,Apple,1T 白色钛金属,,14
华硕 天选4,华硕,i9-13900H/16G/1TBSSD/RTX4060 8G独显/165Hz/2.5K/100%DCI-P3/魔幻青,,13
华为 Mate 60 Pro,华为,专属版 雅丹黑 12+512G,,22
华为 Pura 70,华为,公开零售版 冰晶蓝 12+512G,,8
红魔9Pro,努比亚（nubia）, 氘锋透明暗夜 5G全网通  12+512G,,4
realme GT6,realme,光年白 16+512G,,6
vivo iQOO 12 Pro,vivo,16+512G  传奇版,,6
iPad 2021款,apple,WiFi版 64G 深空灰色 10.2英寸,,4
iPad Pro 2024款 13英寸,Apple,标准玻璃 WiFi版 256G 银色,,13
华硕 天选5 Pro,华硕,i7-13650HX/16G/1T/RTX4060/16英寸 魔幻青,,10
Apple Watch Series?9,Apple,午夜色运动型表带 M/L 铝金属表壳 45mm 蜂窝+GPS版,,3
iPad Air 2024款 13英寸,Apple,星光色 WiFi版 256G,,2
Xiaomi 14,小米,16+1T 白色,,2
iPad Pro 2024款 13英寸,Apple,标准玻璃 深空黑 WiFi版 256G,,10
vivo iQOO Z9 Turbo,vivo, 星芒白 16+256G,,7
红米K70至尊版,红米,墨羽黑 16+512G,,10
荣耀 Magic6 Pro,荣耀, 绒黑色 5G全网通 12+256G,,3
华硕 天选5 Pro,华硕,日蚀灰 i9-13980HX/16G/1T/RTX4070/16英寸,,5
iPhone 15 Pro,Apple,蓝色钛金属 512G,,7
MacBook Pro 2022款,Apple,M2/8+10核/8G+256G/13英寸 银色,,3
HUAWEI WATCH Buds,华为,卡其色真皮表带,,3
Apple Watch Ultra 2,Apple,M/L 蓝配黑色野径回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,2
联想 小新Pro14 2024,联想,鸽子灰 Ultra 5 125H/32G/1T/锐炫/14英寸,,2
机械革命 蛟龙16 Pro,机械革命（MECHREVO）,R7-7745HX/16G/1TB/RTX4060/16英寸/QHD100色域/240Hz 烟灰色,,7
iPhone 15 Pro,Apple,蓝色钛金属 256G,,8
华为 WATCH Ultimate,华为,纵横海洋 钛金属表带,,9
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 13.6英寸 银色,,5
联想 小新16 2023 锐龙版,联想,R5-7530U/16G/512G/集显/16英寸 卷云灰,,4
华为 MateBook D16 2024,华为,i5-13420H/16G/1T/集显/16英寸 深空灰,,6
联想 小新16 2024,联想,R7-8845H/16G/512G/集显/16英寸 霜雪银,,2
iPhone 15 Pro,Apple,黑色钛金属 128G,,29
华为 MateBook D14 2024,华为,i5-13420H/16G/512G/集显/14英寸 深空灰,,5
华硕 天选5 Pro,华硕,日蚀灰 R9-7940HX/16G/1T/RTX4060/16英寸,,6
荣耀X50,荣耀,全新  典雅黑  标准版 8GB+256GB,,5
三星 Galaxy S24 Ultra,三星, 钛暮紫 12+256G,,3
OPPO A3 Pro,OPPO,远山蓝 12+256G,,2
华为 WATCH GT 4,华为,凝霜白 真皮表带 GT 4 （41mm）,,4
iPhone 14,Apple,标准版 (iPhone 14) 午夜色 256G,,3
华硕 天选5,华硕（Asus）,R9-8945H/16G/1T/RTX4070/15.6英寸 魔幻青,,2
联想 拯救者Y7000P 2024,联想,i7-14650HX/16G/1T/RTX4060/16英寸 月蚀灰,,11
iPad Air 2024款 11英寸,Apple,WiFi版 256G 蓝色,,3
iPad Air 2024款 13英寸,Apple,WiFi版 128G 蓝色,,2
iPad Air 2024款 11英寸,Apple,WiFi版 128G 紫色,,11
联想 拯救者Y9000P 2024,联想,冰魄白 i9-14900HX/32G/1T/RTX4060/16英寸,,14
红魔9S Pro+,努比亚（nubia）,氘锋透明暗夜 16+512G,,8
vivo S19,vivo,烟雨青 8+256G,,4
惠普 星Book Pro14 2024,惠普（HP）,月光银 Ultra 5 125H/16G/1T/锐炫/14英寸,,2
Apple Watch SE 2023款,Apple,星光色运动型表带 GPS S/M 铝金属表壳 40mm,,2
荣耀Magic V3,荣耀,祁连雪 16+512G,,5
荣耀X50,荣耀,全新  雨后初晴  标准版 8GB+128GB,,7
vivo S19,vivo,桃花扇 16+512G,,2
OPPO Reno12,OPPO,千禧银 16+512G,,4
vivo iQOO Z9 Turbo,vivo, 曜夜黑 16+512G,,5
Apple Watch Series?9,Apple,午夜色运动型表带 S/M 铝金属表壳 45mm GPS版,,4
OPPO Reno12 Pro,OPPO,乌木黑 16+256G,,11
Apple Watch Series?9,Apple,亮粉色运动型表带 S/M 铝金属表壳 41mm GPS版,,2
荣耀200 Pro,荣耀,天海青 16+512G,,2
华为 Mate X5,华为,16GB+1TB 典藏版  羽砂黑,,4
iPad 2022款,Apple,WiFi版 256G 标准版（iPad 2022） 10.9英寸 粉色,,7
华硕 天选4,华硕,i9-13900H/16G/1TBSSD/RTX4060 8G独显/165Hz/2.5K/100%DCI-P3/日蚀灰,,6
vivo X100s,vivo, 白月光 专属版 16+512G,,10
Apple Watch Series?9,Apple,星光色运动型表带 M/L 铝金属表壳 45mm GPS版,,4
华为 Pura 70,华为,公开零售版 雪域白 12+512G,,9
ThinkBook 15 2023,联想,R5-7530U/16G/512G/集显/15.6英寸 银灰色,,2
Apple Watch SE 2023款,Apple,风暴蓝色运动型表带 M/L GPS + 蜂窝网络 铝金属表壳 44mm,,2
荣耀Magic V3,荣耀,绒黑色 16+1T,,4
华为 WATCH GT 4,华为,云杉绿 复合编织表带 GT 4 （46mm）,,9
Redmi K70,红米, 晴雪 12+256G,,6
iPad Air 2024款 11英寸,Apple,WiFi版 256G 紫色,,8
华为 Pura 70 Ultra,华为,公开零售版 香颂绿 16+512G,,3
雷神 猎刃15 2024,雷神(ThundeRobot),i7-13650HX/16G/512G/RTX4060/15.6英寸 灰色,,8
华为 FreeBuds Lipstick 2,华为,魅影黑,,2
联想 小新Pro16 2024,联想,鸽子灰 R7-8845H/16G/1T/集显/16英寸,,3
HUAWEI WATCH Buds,华为,黑色真皮表带,,5
华为 Mate X5,华为,16GB+512GB 典藏版  青山黛,,3
华为 MateBook E 2023,华为,i7-1260U/16G/512G/锐炬Xe/12.6英寸 雪域白,,2
iPhone 15,Apple,粉色 256G,,12
联想 拯救者R7000（二手）,联想,幻影黑 R7-5800H/16G/512G/RTX3050/15.6英寸,,2
华为 Pura 70 Ultra,华为,公开零售版 摩卡棕 16+1T,,2
小米 MIX Fold4,小米,龙鳞纤维版 12+256G,,3
OPPO A3 Pro,OPPO,天青 8+256G,,5
小米 MIX Flip,小米,12+256G 黑色,,6
MacBook Air 2024款,Apple,M3/8+8核/8G+256G 13.6英寸 星光色,,2
ThinkBook 16+ 2024,联想,UItra 5 125H/32G/1T/锐炫/16英寸 月神灰,,2
vivo X100 Ultra,vivo, 钛色 专属版 16+512G,,10
iPhone 14,Apple,标准版 (iPhone 14) 256G 紫色,,2
MacBook Air 2022款,Apple,M2/8+8核/8G+256G 13.6英寸 星光色,,3
vivo iQOO 12 Pro,vivo,16+1T  传奇版,,2
iPhone 13,Apple,标准版（iPhone 13） 午夜色 全网通-国行版 128G,,2
三星 Galaxy S24,三星, 水墨黑 8+256G,,2
华硕 天选4,华硕,i7-13700H/16G/512SSD/RTX4060 8G独显/165Hz/100%DCI-P3/魔幻青,,6
联想 拯救者Y9000P 2024,联想,冰魄白 i9-14900HX/32G/1T/RTX4070/16英寸,,4
华为 MateBook D16 2024,华为,i5-13420H/16G/1T/集显/16英寸 皓月银,,6
机械革命 耀世15 Pro 2024,机械革命（MECHREVO）,i7-14650HX/32G/1T/RTX4060/15.3英寸 云涧白,,3
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 15.3英寸 午夜色,,2
雷神 猎刃15 2024,雷神(ThundeRobot),i9-14900HX/16G/1T/RTX4060/15.6英寸 灰色,,6
华为 FreeBuds Pro 3,华为,星河蓝,,3
机械革命 旷世G16 Pro 2024,机械革命（MECHREVO）,i7-13650HX/16G/1T/RTX4060/16英寸 灰色,,2
MacBook Air 2024款,Apple,M3/8+10核/8G+512G 15.3英寸 银色,,2
华为 MatePad Pro 2023款,华为,12GB+256GB WIFI版 13.2英寸 晶钻白,,3
Apple Watch SE 2023款,Apple,星光色运动型表带 S/M GPS + 蜂窝网络 铝金属表壳 44mm,,5
华为 Pura 70 Pro+,华为,公开零售版 光织银 16+512G,,4
Redmi K70,红米, 竹月蓝 16+512G,,2
华硕 无畏Pro15 2024,华硕,Ultra 9 185H/16G/1T/RTX4060/15.6英寸 银色,,2
红米K70至尊版,红米,墨羽黑 12+256G,,19
OPPO A3,OPPO,12+256G 极光紫,,2
华为 Mate X5,华为, 青山黛 12+512G,,3
vivo X100s,vivo, 钛色 专属版 12+256G,,3
vivo IQOO Neo9S Pro+,vivo,格斗黑 16+512G,,3
realme GT6,realme,光年白 16+1T,,5
OPPO Pad Air2,oppo,8GB+128GB 流光银,,3
联想 拯救者Y700 2023款,联想（Lenovo）,钛晶灰 16GB+512GB,,5
Apple Watch SE 2023款,Apple,午夜色运动型表带 GPS M/L 铝金属表壳 40mm,,2
魅族21 Note,魅族,魅族白 16+512G,,3
iPhone 15,Apple,绿色 128G,,14
一加Ace3 Pro,一加,超跑瓷典藏版 24+1T,,8
vivo X100s Pro,vivo, 白月光 专属版 12+256G,,3
苹果15 Pro【首月1元】,Apple,128GB,黑色钛金属,3
iPad Pro 2024款 M4芯片 新款苹果平板电脑,Apple,13英寸512GB 无线局域网机型,深空黑色,8
苹果15 Pro【首月1元】,Apple,128GB,原色钛金属,2
苹果 15 ProMax【首月1元】  ,Apple,512GB,蓝色钛金属,3
iPad Pro 2024款 M4芯片 新款苹果平板电脑,Apple,11英寸512GB 无线局域网机型,深空黑色,2
全新 Apple 苹果 iPad Pro 2024款 M4芯片 新款平板电脑,Apple,11英寸512GB 无线局域网机型,深空黑色,1
苹果15 Pro【首月1元】,Apple,256GB,原色钛金属,4
全新 iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,1TB,原色钛金属,2
Apple Watch Series?9,Apple,风暴蓝色运动型表带 M/L 铝金属表壳 45mm GPS版,,3
三星Galaxy S24+新品上新  AI智享生活办公 2K全视屏,三星（SAMSUNG）,12+512GB,雅岩灰,1
苹果15【首月1元】,Apple,256GB,蓝色,1
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 45mm GPS版,,5
小米 14 Ultra,小米,龙晶蓝 16+512G,,4
小米 14 Ultra,小米,12+256G 白色,,4
联想 拯救者R7000 2024,联想,R7-8745H/16G/512G/RTX4050/15.6英寸 钛晶灰,,3
iPad Pro 2024款 13英寸,Apple,标准玻璃 WiFi版 512G 银色,,6
华为 Pura 70,华为,公开加锁版 羽砂黑 12+1T,,2
华为 Pura 70,华为,公开加锁版 羽砂黑 12+512G,,3
Apple Watch Series?9,Apple,午夜色运动型表带 M/L 铝金属表壳 45mm GPS版,,5
小米 Pad 6S Pro 12.4,小米,12GB+256GB 云峰蓝,,2
机械革命 蛟龙16 Pro,机械革命（MECHREVO）,R7-7745HX/32G/1TB/RTX4060/16英寸/QHD100色域240Hz 烟灰色,,4
荣耀Magic V3,荣耀,绒黑色 16+512G,,4
小米 MIX Flip,小米,12+256G 白色,,8
MacBook Air 2024款,Apple,M3/8+8核/8G+256G 13.6英寸 银色,,6
AirPods 3,Apple,配闪电充电盒 白色,,5
华为 FreeClip 耳夹耳机,华为,暖星云,,1
华硕 天选5 Pro,华硕,R9-7940HX/16G/1T/RTX4060/16英寸 魔幻青,,6
华为 Pura 70 Ultra,华为,公开加锁版 星芒白 16+1T,,2
华硕 天选4,华硕,i7-13700H/16G/512SSD/RTX4060 8G独显/144Hz/100%DCI-P3/日蚀灰,,7
vivo S19Pro,vivo,千山翠 12+512G,,3
华硕 天选5 Pro,华硕,日蚀灰 i7-13650HX/16G/1T/RTX4060/16英寸,,5
vivo IQOO Neo9S Pro+,vivo,星曜白 16+512G,,3
Apple Watch Ultra 2,Apple,中号 蓝色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,2
荣耀 平板MagicPad2,荣耀,天海青 16GB+512GB,,2
雷神 猎刃15 2024,雷神(ThundeRobot),i7-13650HX/16G/512G/RTX4050/15.6英寸 灰色,,5
机械革命 旷世16 Super 2024,机械革命（MECHREVO）,银黑色 i9-14900HX/32G/1T/RTX4080/16英寸,,4
一加平板 Pro,一加,卡其绿 8GB+256GB,,2
Xiaomi 14 Pro,小米,岩石青 16+1T,,2
MatePad Pro 2024款,华为,13.2英寸 12GB+512GB WiFi版 曜金黑,,3
荣耀 Magic6 Pro,荣耀, 海湖青 16+512G 5G全网通,,3
vivo X100 Ultra,vivo, 白月光 16+1T 专属版,,6
Apple Watch Ultra 2,Apple,S/M 橙配米色野径回环式表带 钛金属表壳 49MM 蜂窝+GPS版,,3
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,蓝色钛金属,2
iPhone 15（专区专享）,苹果,iPhone 15（专区专享）/5G全网通/256G,粉色,1
iPhone 15 Pro Max（专区专享）,苹果,iPhone 15 Pro Max（专区专享）/5G全网通/256G,白色钛金属,3
iPhone 15（专区专享）,苹果,iPhone 15（专区专享）/5G全网通/128G,黑色,2
荣耀 Magic6 Pro,荣耀, 祁连雪 16+512G 5G全网通,,3
华为 WATCH GT 4,华为,山茶棕 真皮表带 GT 4 （46mm）,,4
iPad 2022款,Apple,10.9 英寸 WiFi版 256G 银色,,3
Apple Watch SE 2023款,Apple,午夜色运动型表带 M/L GPS + 蜂窝网络 铝金属表壳 44mm,,2
华为 Mate 60 RS,华为,瑞红 16+512G,,2
vivo X100 Ultra,vivo, 白月光 专属版 16+512G,,3
iPad Air 2024款 13英寸,Apple,WiFi版 256G 紫色,,3
魅族 21,魅族,魅族白 12+256G,,1
MacBook Air 2024款,Apple,M3/8+8核/8G+256G 13.6英寸 午夜色,,2
iPhone 15 Pro,Apple,黑色钛金属 512G,,11
华为 MatePad Pro 2023款,华为,12GB+512GB WIFI版 13.2英寸 曜金黑,,1
iPad 2022款,Apple,10.9 英寸 WiFi版 64G 银色,,2
HUAWEI MateBook 14 2024款,华为,Ultra 5/16GB/512GB 皓月银,,2
荣耀手环 7,荣耀,标准版 幻夜黑,,1
华为 MateBook 16s 2023,华为,i9-13900H/32G/1T/锐炬Xe/触屏/16英寸 深空灰,,1
华为 WATCH GT 4,华为,曜石黑 氟橡胶表带 GT 4 （46mm）,,2
三星 Galaxy S24 Ultra,三星, 钛暮紫 12+512G,,1
HUAWEI MateBook 14 2024款,华为,Ultra 7/32GB/1TB 深空灰,,1
华硕 ROG枪神8,华硕,i9-14900HX/16G/1T/RTX4060/16英寸 黑色,,1
vivo X100s Pro,vivo, 白月光 专属版 16+512G,,4
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 13.6英寸 星光色,,1
华为 Mate 60,华为,Mate 60 雅川青 标准版 12+512G,,5
vivo S19,vivo,桃花扇 8+256G,,1
MatePad Pro 2024款,华为,12GB+512GB（SIM卡版） 曜金黑,,2
vivo iQOO 12,vivo,16+1T  传奇版,,2
vivo X100s Pro,vivo, 辰夜黑 专属版 12+256G,,2
华硕(ASUS)无畏16,华硕,R7-5800H/16G/512GSSD/锐炬Xe/银色,,1
荣耀 Magic6,荣耀, 祁连雪 5G全网通 12+256G,,1
MatePad Pro 2024款,华为,13.2英寸 雅川青 12GB+256GB WiFi版,,3
机械革命 耀世15 Pro 2024,机械革命（MECHREVO）,i7-14650HX/32G/1T/RTX4060/15.3英寸 澜海黑,,2
华硕 ROG幻16 Air 2024,华硕,Ultra 9 185H/32GB/1TB/RTX4060/16英寸/2.5K/240Hz 铂月白,,3
vivo iQOO Z9 Turbo,vivo, 山野青 16+256G,,2
华硕 天选5 Pro,华硕,日蚀灰 i9-13980HX/16G/1T/RTX4060/16英寸,,4
三星 Galaxy S24+,三星, 雅岩灰 12+256G,,1
Redmi K70,红米, 浅茄紫 12+256G,,1
vivo X100s,vivo, 白月光 专属版 12+256G,,3
Apple Watch Series?9,Apple,星光色运动型表带 M/L 铝金属表壳 41mm GPS版,,1
Apple Watch Series?9,Apple,午夜色运动型表带 S/M 铝金属表壳 41mm GPS版,,2
MatePad Pro 2024款,华为,13.2英寸 罗兰紫 12GB+256GB WiFi版,,1
iPad Air 2024款 11英寸,Apple,星光色 WiFi版 128G,,6
华硕 ROG魔霸7 Plus（准新机）,华硕,R9-7845HX/16G/1T/RTX4070/17.3英寸 黑色,,2
联想 拯救者Y7000P 2024,联想,i7-14700HX/16G/1T/RTX4070/16英寸 月蚀灰,,11
华为 Mate X5,华为,16GB+512GB 典藏版  羽砂黑,,3
荣耀X50 GT,荣耀, 银翼战神 16+512G 5G全网通,,4
Apple Watch SE 2023款,Apple,星光色运动型表带 GPS S/M 铝金属表壳 44mm,,1
荣耀 X60i,荣耀,云水蓝 12+512G,,1
华硕 天选4,华硕,i7-13620H/16G/512GSSD/RTX4060 8G独显/144Hz/100% sRGB/日蚀灰,,2
魅族21 Note,魅族,无界黑 16+256G,,2
荣耀X50 GT,荣耀,5G全网通 12+256G  幻夜黑,,8
iPhone 15,Apple,256G 黑色,,17
星Book14 2023款,惠普（HP）,R5-7520U/16G/512G SSD/锐炬Xe/14英寸 银色,,1
Xiaomi 14 Pro,小米,16+512G 黑色,,8
一加 Ace 3,一加, 月海蓝 16+512G 5G全网通,,1
